Area,Status,Floor,Transaction,Furnishing,Car Parking,Bathroom,Balcony,price,BHK_type,Address,Type,luxury_type
710.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,2.0,1.0,2.35,2,Goregaon West Mumbai,Apartment,semi luxury
775.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,2.0,1.0,2.15,2,Mumbai,Apartment,semi luxury
750.0,Ready to Move,low level,Resale,Unfurnished,1 Open,2.0,1.0,2.3,2,Mahim Mumbai,House,semi luxury
650.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,1.0,1.45,2,Goregaon West Mumbai,Apartment,semi luxury
708.0,Under Construction,high level,New Property,Semi-Furnished,1 Covered,2.0,1.0,2.56,2,Mumbai,Apartment,semi luxury
800.0,Ready to Move,low level,Resale,Unfurnished,1 Open,2.0,1.0,2.8,2,Grant Road Mumbai,Apartment,non luxury
713.0,Under Construction,low level,New Property,Unfurnished,Unknown,3.0,2.0,2.06,2,Andheri West Mumbai,House,semi luxury
610.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,1.65,2,Ghatkopar East Mumbai,Apartment,semi luxury
620.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,2.0,2.0,0.77,2,Goregaon East Mumbai,Apartment,semi luxury
760.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,4.5,2,Bandra West Mumbai,Apartment,semi luxury
784.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,2.0,1.0,1.6,2,Mulund West Mumbai,Apartment,semi luxury
657.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,2.5,2,Santacruz East Mumbai,Apartment,semi luxury
888.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,3.0,2.0,3.75,2,Santacruz West Mumbai,Apartment,semi luxury
800.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,3.0,3.5,2,Santacruz West Mumbai,Apartment,semi luxury
892.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,4.0,4.91,2,Worli Mumbai,Apartment,luxury
800.0,Ready to Move,high level,Resale,Semi-Furnished,1 Covered,2.0,4.0,3.85,2,Grant Road Mumbai,Apartment,semi luxury
733.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,1.75,2,Dahisar East Mumbai,Apartment,semi luxury
665.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,4.5,2,Bandra West Mumbai,Apartment,semi luxury
613.0,Under Construction,high level,Resale,Semi-Furnished,1 Covered,2.0,1.0,3.5,2,Byculla Mumbai,Apartment,luxury
1200.0,Ready to Move,low level,Resale,Furnished,Unknown,2.0,3.0,1.25,2,Borivali West Mumbai,House,semi luxury
723.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,2.15,2,Mulund West Mumbai,Apartment,semi luxury
555.0,Ready to Move,medium level,New Property,Unfurnished,Unknown,2.0,2.0,1.55,2,Kanjurmarg East Mumbai,Apartment,luxury
660.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,1.75,2,Vikhroli West Mumbai,Apartment,semi luxury
675.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,2.0,1.91,2,Mulund East Mumbai,Apartment,semi luxury
601.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,1.0,3.75,2,Bandra West Mumbai,Apartment,semi luxury
730.0,Under Construction,low level,New Property,Unfurnished,1 Covered,2.0,1.0,1.9,2,Malad West Mumbai,Apartment,semi luxury
750.0,Under Construction,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,4.2,2,Mahalakshmi Mumbai,Apartment,luxury
931.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,5.0,3.75,2,Vikhroli East Mumbai,Apartment,semi luxury
1226.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,3.0,2.3,2,Goregaon East Mumbai,Apartment,semi luxury
630.0,Ready to Move,low level,Resale,Furnished,Unknown,2.0,2.0,1.45,2,Ghatkopar West Mumbai,Apartment,non luxury
730.0,Ready to Move,low level,Resale,Furnished,1 Open,1.0,1.0,0.65,2,Nalasopara Mumbai,Apartment,semi luxury
500.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,2.0,0.61,2,Borivali West Mumbai,House,non luxury
771.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.9,2,Kanjurmarg West Mumbai,Apartment,luxury
640.0,Ready to Move,high level,Resale,Furnished,Unknown,2.0,4.0,1.05,2,Mumbai,Apartment,semi luxury
700.0,Under Construction,medium level,New Property,Unfurnished,1 Covered,2.0,1.0,1.64,2,Mulund West Mumbai,Apartment,semi luxury
592.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,1.0,1.65,2,Andheri East Mumbai,Apartment,semi luxury
610.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,4.0,1.0,2,Bhayandar East Mumbai,Apartment,semi luxury
792.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Open,2.0,2.0,2.34,2,Mumbai,Apartment,non luxury
550.0,Ready to Move,low level,Resale,Furnished,Unknown,1.0,1.0,2.4,2,Mazgaon Mumbai,Apartment,semi luxury
658.0,Under Construction,high level,New Property,Unfurnished,1 Covered,2.0,2.0,2.05,2,Malad West Mumbai,Apartment,non luxury
780.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,1.0,3.01,2,Mulund West Mumbai,Apartment,semi luxury
1440.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,6.8,2,Parel Mumbai,Apartment,semi luxury
717.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,1.6,2,Andheri East Mumbai,Apartment,semi luxury
795.0,Ready to Move,low level,Resale,Furnished,Unknown,2.0,1.0,2.15,2,Andheri East Mumbai,Apartment,semi luxury
756.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,3.0,1.0,0.6,2,Mira Road Mumbai,Apartment,non luxury
840.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,6.0,1.4,2,Kandivali East Mumbai,Apartment,non luxury
860.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,6.0,1.5,2,Charkop Mumbai,Apartment,non luxury
950.0,Under Construction,high level,New Property,Unfurnished,Unknown,2.0,6.0,2.25,2,Bandra East Mumbai,Apartment,non luxury
756.0,Ready to Move,low level,Resale,Furnished,Unknown,2.0,2.0,3.5,2,Worli Mumbai,Apartment,non luxury
792.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,2.0,2.5,2,Andheri West Mumbai,Apartment,non luxury
702.0,Ready to Move,high level,Resale,Furnished,Unknown,2.0,2.0,3.4,2,Mumbai,Apartment,non luxury
1000.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,5.0,2.3,2,Borivali West Mumbai,Apartment,non luxury
1290.0,Ready to Move,medium level,New Property,Unfurnished,Unknown,2.0,6.0,2.3,2,Goregaon East Mumbai,Apartment,non luxury
1021.0,Ready to Move,high level,New Property,Unfurnished,Unknown,2.0,5.0,2.2,2,Goregaon East Mumbai,Apartment,non luxury
1100.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,5.0,2.1,2,Andheri East Mumbai,Apartment,non luxury
1215.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,4.0,2.25,2,Goregaon East Mumbai,Apartment,semi luxury
1020.0,Ready to Move,high level,New Property,Unfurnished,Unknown,3.0,5.0,2.0,2,Goregaon East Mumbai,Apartment,semi luxury
980.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,5.0,2.1,2,Goregaon West Mumbai,Apartment,semi luxury
1125.0,Ready to Move,high level,New Property,Unfurnished,Unknown,2.0,5.0,1.97,2,Mumbai,Apartment,non luxury
449.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,0.2,2,Andheri East Mumbai,Apartment,non luxury
684.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,3.2,2,Khar West Mumbai,Apartment,non luxury
558.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,2.0,2.7,2,Mumbai,Apartment,non luxury
606.0,Under Construction,medium level,New Property,Unfurnished,1 Covered,2.0,1.0,1.8,2,Mumbai,Apartment,semi luxury
1100.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,4.0,1.45,2,Bhandup West Mumbai,Apartment,semi luxury
650.0,Ready to Move,medium level,New Property,Semi-Furnished,1 Covered,2.0,4.0,0.72,2,Virar West Mumbai,Apartment,semi luxury
513.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.45,2,Kandivali West Mumbai,Apartment,non luxury
765.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,3.0,0.8,2,Virar West Mumbai,Apartment,semi luxury
750.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,2.0,2.15,2,Mumbai,Apartment,semi luxury
442.0,Ready to Move,medium level,Resale,Furnished,Unknown,1.0,2.0,1.6,2,Borivali East Mumbai,Apartment,non luxury
481.0,Ready to Move,medium level,New Property,Unfurnished,Unknown,2.0,1.0,1.3,2,Mulund East Mumbai,Apartment,semi luxury
723.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,2.0,1.0,2.65,2,Kanjurmarg East Mumbai,Apartment,luxury
618.0,Ready to Move,low level,New Property,Unfurnished,Unknown,2.0,1.0,1.54,2,Mumbai,Apartment,luxury
533.0,Under Construction,low level,New Property,Unfurnished,1 Covered,2.0,2.0,2.05,2,Chembur Mumbai,Apartment,semi luxury
724.0,Under Construction,low level,New Property,Unfurnished,Unknown,2.0,1.0,2.06,2,Chembur Mumbai,Apartment,luxury
769.0,Under Construction,low level,New Property,Unfurnished,Unknown,2.0,1.0,2.62,2,Kandivali East Mumbai,Apartment,semi luxury
686.0,Under Construction,low level,New Property,Unfurnished,Unknown,2.0,2.0,2.35,2,Ghatkopar East Mumbai,Apartment,non luxury
941.0,Ready to Move,low level,New Property,Unfurnished,1 Covered,2.0,6.0,4.51,2,Byculla Mumbai,Apartment,non luxury
804.0,Under Construction,low level,New Property,Unfurnished,Unknown,2.0,5.0,1.66,2,Ghatkopar West Mumbai,Apartment,non luxury
616.0,Under Construction,low level,New Property,Unfurnished,1 Covered,2.0,2.0,2.29,2,Ghatkopar East Mumbai,Apartment,semi luxury
519.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,3.8,2,Matunga East Mumbai,Apartment,semi luxury
1250.0,Ready to Move,high level,Resale,Furnished,Unknown,3.0,1.0,1.45,2,Bhandup West Mumbai,Apartment,semi luxury
510.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,2.4,2,Mulund West Mumbai,Apartment,semi luxury
950.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,5.0,2.85,2,Madh Mumbai,Apartment,semi luxury
780.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,2.0,1.2,2,Bhayandar East Mumbai,Apartment,semi luxury
700.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,1.0,1.0,1.15,2,Charkop Mumbai,House,non luxury
750.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,1.0,1.55,2,Mulund West Mumbai,Apartment,semi luxury
950.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,6.0,1.45,2,Kandivali West Mumbai,Apartment,non luxury
600.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,1.0,3.8,2,Bandra West Mumbai,Apartment,non luxury
900.0,Ready to Move,low level,Resale,Unfurnished,Unknown,3.0,6.0,0.52,2,Malabar Hill Mumbai,Apartment,semi luxury
650.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,2.0,2.3,2,Central Mumbai,Apartment,semi luxury
716.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,2.4,2,Santacruz East Mumbai,Apartment,semi luxury
765.0,Ready to Move,high level,Resale,Furnished,Unknown,2.0,3.0,1.49,2,Bhandup West Mumbai,Apartment,semi luxury
700.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,2.0,1.0,4.5,2,Girgaon Mumbai,Apartment,luxury
585.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,4.0,4.0,2,Madh Mumbai,House,semi luxury
1050.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,5.0,2.2,2,Mulund West Mumbai,Apartment,semi luxury
684.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,2.0,0.27,2,Andheri West Mumbai,Apartment,semi luxury
646.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.25,2,Bhayandar West Mumbai,Apartment,non luxury
792.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,1.0,1.5,2,Andheri East Mumbai,Apartment,non luxury
590.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,1.0,2.29,2,Andheri West Mumbai,Apartment,non luxury
430.0,Ready to Move,low level,New Property,Furnished,Unknown,2.0,1.0,0.44,2,Mumbai,Apartment,non luxury
1200.0,Ready to Move,low level,New Property,Unfurnished,Unknown,2.0,6.0,2.7,2,Bandra West Mumbai,Apartment,non luxury
600.0,Under Construction,high level,New Property,Semi-Furnished,Unknown,2.0,2.0,2.1,2,Khar West Mumbai,Apartment,non luxury
864.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,4.0,3.25,2,Parel Mumbai,Apartment,non luxury
1156.0,Under Construction,high level,New Property,Unfurnished,Unknown,2.0,6.0,0.92,2,Goregaon West Mumbai,Apartment,non luxury
1050.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,4.0,3.46,2,Matunga West Mumbai,Apartment,semi luxury
1000.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,4.0,3.6,2,Mahim Mumbai,Apartment,non luxury
1250.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,6.0,4.25,2,Mahim Mumbai,Apartment,non luxury
900.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,6.0,0.22,2,Ulhasnagar Mumbai,House,non luxury
1010.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,6.0,2.2,2,Goregaon East Mumbai,Apartment,non luxury
716.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,2.1,2,Andheri East Mumbai,Apartment,non luxury
950.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,3.0,1.99,2,Goregaon East Mumbai,Apartment,non luxury
450.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,1.0,1.0,2.25,2,Andheri West Mumbai,Apartment,non luxury
729.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,2.0,1.3,2,Kandivali West Mumbai,Apartment,non luxury
612.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,0.32,2,Nalasopara Mumbai,Apartment,non luxury
700.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.39,2,Chembur Mumbai,Apartment,semi luxury
854.0,Under Construction,high level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.25,2,Vikhroli East Mumbai,Apartment,semi luxury
522.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,0.45,2,Andheri West Mumbai,House,non luxury
468.0,Ready to Move,high level,Resale,Furnished,Unknown,2.0,1.0,3.75,2,Byculla Mumbai,Apartment,non luxury
457.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.22,2,Kanjurmarg West Mumbai,Apartment,semi luxury
412.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,1.42,2,Kanjurmarg West Mumbai,Apartment,semi luxury
792.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.9,2,Kanjurmarg West Mumbai,Apartment,semi luxury
792.0,Ready to Move,low level,Resale,Furnished,Unknown,2.0,1.0,1.4,2,Kanjurmarg West Mumbai,Apartment,semi luxury
540.0,Under Construction,high level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.9,2,Kanjurmarg West Mumbai,Apartment,semi luxury
650.0,Ready to Move,low level,Resale,Semi-Furnished,1 Covered,2.0,1.0,2.5,2,Kanjurmarg West Mumbai,Apartment,semi luxury
490.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,2.0,1.0,2.47,2,Wadala Mumbai,Apartment,semi luxury
1200.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,2.0,3.0,1.5,2,Malad West Mumbai,Apartment,semi luxury
970.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,2.75,2,Vile Parle West Mumbai,Apartment,semi luxury
618.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,2.8,2,Mumbai,Apartment,luxury
707.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,2.0,0.52,2,Malabar Hill Mumbai,Apartment,semi luxury
558.0,Ready to Move,high level,Resale,Furnished,Unknown,2.0,1.0,2.0,2,Mulund West Mumbai,Apartment,semi luxury
637.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,2.0,1.55,2,Kurla East Mumbai,Apartment,semi luxury
493.0,Ready to Move,low level,Resale,Unfurnished,Unknown,1.0,1.0,2.5,2,Goregaon East Mumbai,Apartment,non luxury
493.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,1.0,1.4,2,Bhandup West Mumbai,Apartment,semi luxury
690.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,2.0,2.1,2,Goregaon West Mumbai,Apartment,semi luxury
576.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,1.0,1.28,2,Goregaon East Mumbai,Apartment,non luxury
1100.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,3.0,1.28,2,Goregaon East Mumbai,Apartment,non luxury
800.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,4.0,1.45,2,Bhandup West Mumbai,Apartment,semi luxury
541.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.75,2,Mumbai,Apartment,non luxury
1250.0,Ready to Move,high level,Resale,Furnished,Unknown,2.0,3.0,3.0,2,Mumbai,Apartment,non luxury
1235.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,5.0,1.32,2,Charkop Mumbai,Apartment,non luxury
1400.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,4.0,1.6,2,Malad West Mumbai,Apartment,non luxury
1100.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,4.0,2.46,2,Kandivali East Mumbai,Apartment,non luxury
1150.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,5.0,1.98,2,Kandivali East Mumbai,Apartment,non luxury
1100.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,5.0,2.2,2,Goregaon West Mumbai,Apartment,semi luxury
756.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,1.0,2.0,2,Andheri East Mumbai,Apartment,non luxury
907.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,4.0,1.76,2,Malad West Mumbai,Apartment,non luxury
681.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.7,2,Malad West Mumbai,Apartment,non luxury
576.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.65,2,Andheri East Mumbai,Apartment,semi luxury
677.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,1.0,2.0,2,Kandivali West Mumbai,Apartment,non luxury
540.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,1.0,2.35,2,Wadala Mumbai,Apartment,semi luxury
792.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,2.0,1.4,2,Bhandup West Mumbai,Apartment,non luxury
541.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,1.0,0.75,2,Mira Road Mumbai,Apartment,semi luxury
843.0,Ready to Move,low level,New Property,Unfurnished,Unknown,2.0,3.0,0.7,2,Malad West Mumbai,Apartment,non luxury
644.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,0.74,2,Malad West Mumbai,Apartment,non luxury
740.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,1.0,3.85,2,Andheri West Mumbai,Apartment,non luxury
612.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,3.0,2.95,2,Parel Mumbai,Apartment,semi luxury
1026.0,Ready to Move,high level,New Property,Furnished,Unknown,2.0,1.0,1.75,2,Powai Mumbai,Apartment,semi luxury
1000.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,5.0,1.33,2,Mulund West Mumbai,Apartment,semi luxury
700.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,1.75,2,Kanjurmarg East Mumbai,Apartment,non luxury
650.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,2.0,1.9,2,Bhandup West Mumbai,Apartment,non luxury
610.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,1.85,2,Mumbai,Apartment,semi luxury
645.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,3.0,0.32,2,Vile Parle East Mumbai,Apartment,semi luxury
705.0,Ready to Move,low level,Resale,Unfurnished,Unknown,1.0,1.0,2.0,2,Bhayandar East Mumbai,Apartment,semi luxury
659.0,Ready to Move,high level,Resale,Furnished,Unknown,2.0,1.0,0.52,2,Madh Mumbai,Apartment,non luxury
750.0,Ready to Move,low level,Resale,Furnished,Unknown,2.0,2.0,15.0,2,Madh Mumbai,House,semi luxury
509.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,0.65,2,Bhayandar West Mumbai,Apartment,non luxury
600.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,2.0,1.9,2,Mumbai,Apartment,non luxury
900.0,Ready to Move,medium level,Resale,Furnished,1 Covered,2.0,5.0,2.25,2,Chembur Mumbai,Apartment,semi luxury
525.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,1.0,2.0,1.7,2,Andheri West Mumbai,Apartment,semi luxury
860.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,3.0,4.45,2,Powai Mumbai,Apartment,non luxury
722.0,Ready to Move,low level,Resale,Furnished,1 Covered,2.0,2.0,1.35,2,Matunga East Mumbai,Apartment,non luxury
700.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,3.0,1.1,2,Malad West Mumbai,House,semi luxury
790.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,2.0,1.0,2.85,2,Mumbai,Apartment,semi luxury
761.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,2.55,2,Santacruz East Mumbai,Apartment,non luxury
682.0,Ready to Move,medium level,Resale,Furnished,1 Covered,2.0,1.0,2.4,2,Dahisar West Mumbai,Apartment,non luxury
890.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,4.0,4.6,2,Mumbai,Apartment,non luxury
864.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,6.0,1.65,2,Jogeshwari West Mumbai,Apartment,non luxury
483.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,1.0,0.39,2,Vile Parle East Mumbai,Apartment,semi luxury
662.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,2.0,0.55,2,Virar West Mumbai,Apartment,non luxury
634.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,2.0,2.17,2,Andheri East Mumbai,Apartment,semi luxury
659.0,Ready to Move,high level,Resale,Furnished,Unknown,2.0,1.0,1.65,2,Malad East Mumbai,Apartment,non luxury
576.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,1.0,1.75,2,Goregaon East Mumbai,Apartment,non luxury
850.0,Under Construction,medium level,Resale,Unfurnished,Unknown,2.0,3.0,1.5,2,Kandivali West Mumbai,Apartment,non luxury
594.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,2.0,1.58,2,Kandivali East Mumbai,Apartment,non luxury
634.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,1.0,0.45,2,Virar West Mumbai,Apartment,non luxury
630.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,2.25,2,Goregaon West Mumbai,Apartment,semi luxury
454.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,1.5,2,Kandivali East Mumbai,Apartment,non luxury
808.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,5.0,1.55,2,Malad West Mumbai,Apartment,semi luxury
784.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,1.0,1.55,2,Malad West Mumbai,Apartment,semi luxury
846.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,4.0,1.7,2,Malad West Mumbai,Apartment,semi luxury
756.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,2.45,2,Andheri West Mumbai,Apartment,non luxury
720.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,2.0,2.75,2,Andheri East Mumbai,Apartment,non luxury
731.0,Ready to Move,high level,Resale,Furnished,Unknown,2.0,1.0,2.25,2,Malad East Mumbai,Apartment,semi luxury
749.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,3.1,2,Andheri West Mumbai,Apartment,semi luxury
727.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,1.9,2,Kandivali East Mumbai,Apartment,non luxury
468.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,1.0,1.6,2,Akurli Nagar Mumbai,Apartment,non luxury
745.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,1.99,2,Goregaon East Mumbai,Apartment,non luxury
612.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,2.05,2,Goregaon East Mumbai,Apartment,non luxury
504.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.8,2,Malad West Mumbai,Apartment,non luxury
648.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.76,2,Mulund West Mumbai,Apartment,semi luxury
649.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,0.95,2,Mira Road Mumbai,Apartment,semi luxury
756.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,1.08,2,Mira Road Mumbai,Apartment,semi luxury
577.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,1.6,2,Mumbai,Apartment,non luxury
673.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.75,2,Andheri East Mumbai,Apartment,non luxury
652.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,1.0,2.11,2,Andheri East Mumbai,Apartment,non luxury
739.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,1.6,2,Goregaon East Mumbai,Apartment,non luxury
1012.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,3.0,3.0,0.7,2,Virar West Mumbai,Apartment,non luxury
612.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.6,2,Mumbai,Apartment,non luxury
601.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,1.56,2,Powai Mumbai,Apartment,non luxury
773.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,4.75,2,Parel Mumbai,Apartment,non luxury
