Area,Status,Floor,Transaction,Furnishing,Car Parking,Bathroom,Balcony,price,BHK_type,Address,Type,luxury_type
485.0,Under Construction,high level,New Property,Semi-Furnished,Unknown,2.0,2.0,1.45,1,Mulund West Mumbai,Apartment,luxury
420.0,Ready to Move,high level,Resale,Semi-Furnished,1 Covered,2.0,1.0,1.08,1,Goregaon East Mumbai,Apartment,semi luxury
476.0,Ready to Move,high level,Resale,Unfurnished,1 Open,2.0,2.0,1.2,1,Powai Mumbai,Apartment,semi luxury
660.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,1.28,1,Mumbai,Apartment,semi luxury
405.0,Ready to Move,high level,New Property,Furnished,Unknown,1.0,2.0,1.5,1,Byculla Mumbai,Apartment,semi luxury
431.0,Ready to Move,medium level,New Property,Unfurnished,1 Covered,2.0,1.0,1.33,1,Chembur Mumbai,Apartment,semi luxury
450.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,2.0,3.0,0.87,1,Bhandup West Mumbai,Apartment,semi luxury
333.0,Ready to Move,medium level,New Property,Unfurnished,Unknown,1.0,1.0,1.0,1,Jogeshwari West Mumbai,Apartment,semi luxury
389.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,2.0,2.0,1.05,1,Dahisar West Mumbai,Apartment,semi luxury
410.0,Ready to Move,medium level,New Property,Unfurnished,Unknown,2.0,1.0,0.65,1,Mumbai,Apartment,luxury
450.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,1.1,1,Dahisar West Mumbai,Apartment,non luxury
422.0,Ready to Move,high level,Resale,Semi-Furnished,1 Covered,2.0,1.0,1.0,1,Malad East Mumbai,Apartment,semi luxury
848.0,Ready to Move,medium level,Resale,Furnished,1 Open,1.0,1.0,2.74,1,Andheri West Mumbai,Apartment,semi luxury
514.0,Ready to Move,medium level,New Property,Semi-Furnished,1 Covered,1.0,2.0,1.95,1,Wadala East Mumbai,Apartment,semi luxury
403.0,Ready to Move,medium level,New Property,Semi-Furnished,1 Covered,1.0,2.0,1.35,1,Kandivali East Mumbai,Apartment,luxury
495.0,Ready to Move,low level,Resale,Unfurnished,1 Covered,2.0,1.0,1.2,1,Wadala East Mumbai,Apartment,semi luxury
471.0,Ready to Move,low level,Resale,Unfurnished,1 Covered,2.0,1.0,1.31,1,Kanjurmarg West Mumbai,Apartment,semi luxury
480.0,Ready to Move,medium level,Resale,Furnished,1 Covered,2.0,2.0,1.55,1,Borivali West Mumbai,Apartment,semi luxury
354.0,Ready to Move,low level,New Property,Unfurnished,1 Covered,2.0,1.0,0.78,1,Ghatkopar East Mumbai,Apartment,semi luxury
375.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,1.12,1,Jogeshwari East Mumbai,Apartment,semi luxury
450.0,Ready to Move,low level,Resale,Unfurnished,1 Covered,2.0,1.0,2.4,1,Mahim Mumbai,Apartment,semi luxury
508.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,4.0,0.76,1,Mira Road Mumbai,Apartment,semi luxury
450.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,2.0,0.85,1,Charkop Mumbai,Apartment,semi luxury
452.0,Ready to Move,low level,Resale,Semi-Furnished,1 Covered,2.0,2.0,1.09,1,Malad West Mumbai,Apartment,semi luxury
450.0,Ready to Move,medium level,Resale,Furnished,1 Open,1.0,2.0,1.35,1,Mumbai,Apartment,semi luxury
400.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,2.0,0.98,1,Powai Mumbai,Apartment,semi luxury
580.0,Ready to Move,low level,Resale,Semi-Furnished,2 Open,1.0,1.0,4.25,1,Colaba Mumbai,Apartment,semi luxury
401.0,Ready to Move,low level,Resale,Semi-Furnished,1 Open,2.0,1.0,0.85,1,Mumbai,Apartment,semi luxury
419.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,2.0,2.0,0.95,1,Malad West Mumbai,Apartment,semi luxury
450.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,1.25,1,Kandivali West Mumbai,Apartment,semi luxury
500.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,2.0,1.0,1.3,1,Andheri East Mumbai,Apartment,semi luxury
382.0,Ready to Move,medium level,New Property,Unfurnished,Unknown,2.0,1.0,1.3,1,Powai Mumbai,Apartment,semi luxury
440.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,1.0,1.0,2.1,1,Vile Parle West Mumbai,Apartment,semi luxury
456.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,1.29,1,Mulund West Mumbai,Apartment,semi luxury
260.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,1.0,1.0,0.85,1,Malad West Mumbai,Apartment,semi luxury
507.0,Ready to Move,medium level,New Property,Unfurnished,1 Open,2.0,3.0,0.68,1,Mira Bhayandar Mumbai,Apartment,semi luxury
450.0,Under Construction,high level,New Property,Unfurnished,Unknown,2.0,2.0,1.25,1,Jogeshwari West Mumbai,Apartment,luxury
370.0,Under Construction,high level,Resale,Unfurnished,Unknown,2.0,2.0,0.55,1,Virar West Mumbai,Apartment,semi luxury
450.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.1,1,Mumbai,Apartment,semi luxury
410.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,0.91,1,Kandivali East Mumbai,Apartment,semi luxury
4500.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,1.0,6.0,1.38,1,Mumbai,Apartment,luxury
333.0,Ready to Move,high level,New Property,Unfurnished,Unknown,2.0,2.0,0.95,1,Malad East Mumbai,Apartment,semi luxury
478.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,2.0,2.0,1.3,1,Mumbai,Apartment,luxury
311.0,Ready to Move,medium level,New Property,Semi-Furnished,Unknown,1.0,2.0,1.05,1,Andheri West Mumbai,Apartment,semi luxury
495.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,1.0,1.25,1,Chembur Mumbai,Apartment,non luxury
680.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,1.0,0.9,1,Malad West Mumbai,Apartment,semi luxury
400.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,1.0,1.0,1.35,1,Wadala East Mumbai,Apartment,semi luxury
386.0,Ready to Move,high level,Resale,Unfurnished,Unknown,1.0,1.0,1.62,1,Powai Mumbai,Apartment,semi luxury
450.0,Ready to Move,high level,Resale,Semi-Furnished,1 Covered,1.0,2.0,1.7,1,Wadala East Mumbai,Apartment,semi luxury
490.0,Ready to Move,medium level,New Property,Unfurnished,1 Covered,1.0,2.0,1.74,1,Malad East Mumbai,Apartment,luxury
380.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,1.0,2.0,1.7,1,Powai Mumbai,Apartment,semi luxury
420.0,Ready to Move,low level,Resale,Unfurnished,Unknown,1.0,2.0,0.33,1,Naigaon East Mumbai,Apartment,semi luxury
405.0,Ready to Move,medium level,Resale,Furnished,Unknown,1.0,1.0,1.2,1,Kurla West Mumbai,Apartment,luxury
450.0,Ready to Move,high level,Resale,Semi-Furnished,1 Covered,1.0,1.0,1.25,1,Kanjurmarg East Mumbai,Apartment,semi luxury
467.0,Ready to Move,low level,Resale,Unfurnished,Unknown,1.0,1.0,1.33,1,Andheri East Mumbai,Apartment,non luxury
445.0,Ready to Move,high level,Resale,Furnished,Unknown,2.0,2.0,1.4,1,Mumbai,Apartment,semi luxury
500.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,1.0,2.0,1.7,1,Andheri West Mumbai,Apartment,semi luxury
416.0,Ready to Move,high level,New Property,Furnished,1 Covered,2.0,1.0,1.04,1,Kurla West Mumbai,Apartment,luxury
400.0,Ready to Move,low level,Resale,Unfurnished,Unknown,1.0,1.0,0.93,1,Kandivali East Mumbai,Apartment,semi luxury
407.0,Ready to Move,high level,Resale,Unfurnished,1 Open,2.0,2.0,1.17,1,Borivali West Mumbai,Apartment,semi luxury
317.0,Ready to Move,high level,Resale,Semi-Furnished,1 Covered,2.0,1.0,1.0,1,Malad East Mumbai,Apartment,semi luxury
414.0,Ready to Move,low level,Resale,Semi-Furnished,1 Covered,2.0,1.0,0.97,1,Goregaon West Mumbai,Apartment,non luxury
430.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,2.0,1.0,0.86,1,Kandivali East Mumbai,Apartment,semi luxury
220.0,Ready to Move,medium level,Resale,Furnished,1 Open,1.0,1.0,0.65,1,Kandivali East Mumbai,Apartment,semi luxury
450.0,Ready to Move,medium level,New Property,Unfurnished,Unknown,2.0,1.0,2.25,1,Santacruz West Mumbai,Apartment,semi luxury
420.0,Ready to Move,low level,Resale,Semi-Furnished,1 Open,2.0,1.0,1.05,1,Borivali West Mumbai,Apartment,semi luxury
511.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,1.0,2.0,1.75,1,Wadala Mumbai,Apartment,semi luxury
391.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,2.0,1.0,1.28,1,Kandivali West Mumbai,Apartment,luxury
450.0,Ready to Move,low level,Resale,Unfurnished,Unknown,1.0,2.0,1.18,1,Kandivali West Mumbai,Apartment,semi luxury
510.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,1.0,1.0,0.35,1,Virar West Mumbai,Apartment,semi luxury
415.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,2.0,1.5,1,Chembur Mumbai,Apartment,non luxury
415.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,2.0,1.0,1.2,1,Malad East Mumbai,Apartment,semi luxury
560.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,1.0,3.0,0.35,1,Naigaon East Mumbai,Apartment,semi luxury
367.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,2.0,0.96,1,Borivali East Mumbai,Apartment,luxury
547.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,1.0,1.0,1.69,1,Mumbai,Apartment,semi luxury
400.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,0.9,1,Kandivali West Mumbai,Apartment,luxury
500.0,Ready to Move,low level,Resale,Furnished,1 Open,2.0,2.0,1.8,1,Andheri West Mumbai,Apartment,semi luxury
457.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,2.0,2.0,1.39,1,Kandivali West Mumbai,Apartment,semi luxury
380.0,Ready to Move,low level,Resale,Unfurnished,Unknown,1.0,2.0,1.25,1,Sion Mumbai,Apartment,semi luxury
575.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,2.0,1.17,1,Wadala Mumbai,Apartment,semi luxury
445.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,2.0,2.0,1.31,1,Mumbai,Apartment,semi luxury
460.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,3.0,0.9,1,Mira Road Mumbai,Apartment,semi luxury
500.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,2.0,1.8,1,Parel Mumbai,Apartment,semi luxury
410.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,1.0,2.0,1.35,1,Andheri East Mumbai,Apartment,semi luxury
225.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,1.0,1.0,0.6,1,Kandivali East Mumbai,House,semi luxury
550.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,2.0,2.0,1.12,1,Mulund West Mumbai,Apartment,semi luxury
510.0,Ready to Move,medium level,Resale,Furnished,1 Covered,1.0,1.0,2.45,1,Mahim Mumbai,Apartment,semi luxury
429.0,Ready to Move,low level,New Property,Unfurnished,Unknown,2.0,1.0,1.2,1,Andheri West Mumbai,Apartment,semi luxury
514.0,Ready to Move,high level,Resale,Unfurnished,Unknown,1.0,2.0,2.3,1,Wadala Mumbai,Apartment,luxury
350.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,2.0,1.2,1,Malad East Mumbai,Apartment,luxury
425.0,Ready to Move,high level,New Property,Unfurnished,Unknown,2.0,1.0,1.25,1,Chembur Mumbai,Apartment,semi luxury
392.0,Ready to Move,medium level,New Property,Unfurnished,1 Covered,1.0,2.0,1.26,1,Kandivali East Mumbai,Apartment,semi luxury
430.0,Ready to Move,medium level,Resale,Furnished,Unknown,1.0,2.0,1.2,1,Mira Road Mumbai,Apartment,non luxury
440.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,1.0,1.0,0.45,1,Virar West Mumbai,Apartment,non luxury
438.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,2.0,1.0,1.7,1,Santacruz East Mumbai,Apartment,semi luxury
450.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,1.0,1.0,1.25,1,Kandivali West Mumbai,Apartment,semi luxury
400.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,1.14,1,Mumbai,Apartment,semi luxury
394.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,1.0,2.0,0.51,1,Mira Road Mumbai,Apartment,semi luxury
480.0,Under Construction,medium level,New Property,Unfurnished,Unknown,1.0,1.0,0.45,1,Naigaon East Mumbai,Apartment,semi luxury
460.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,3.0,1.3,1,Andheri West Mumbai,Apartment,semi luxury
615.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,1.0,2.0,1.33,1,Parel Mumbai,Apartment,semi luxury
330.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,1.0,2.0,1.35,1,Mumbai,Apartment,semi luxury
639.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,1.0,1.95,1,Andheri West Mumbai,Apartment,semi luxury
600.0,Under Construction,medium level,New Property,Unfurnished,Unknown,2.0,1.0,1.45,1,Andheri East Mumbai,Apartment,semi luxury
410.0,Ready to Move,low level,Resale,Unfurnished,Unknown,1.0,2.0,0.95,1,Dahisar West Mumbai,Apartment,semi luxury
460.0,Ready to Move,high level,Resale,Unfurnished,1 Covered,2.0,1.0,1.0,1,Malad West Mumbai,Apartment,semi luxury
410.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,2.0,1.0,0.95,1,Borivali West Mumbai,Apartment,non luxury
765.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,3.0,1.07,1,Kandivali West Mumbai,Apartment,semi luxury
450.0,Ready to Move,low level,Resale,Unfurnished,1 Covered,1.0,2.0,1.08,1,Mumbai,Apartment,semi luxury
431.0,Under Construction,medium level,New Property,Semi-Furnished,1 Covered,2.0,2.0,1.2,1,Andheri East Mumbai,Apartment,semi luxury
650.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,1.0,1.0,1.25,1,Malad West Mumbai,Apartment,semi luxury
348.0,Ready to Move,low level,Resale,Furnished,1 Open,1.0,2.0,0.98,1,Ghatkopar West Mumbai,Apartment,semi luxury
500.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,2.0,0.35,1,Vasai Mumbai,Apartment,semi luxury
430.0,Ready to Move,low level,Resale,Furnished,1 Covered,2.0,2.0,1.4,1,Mumbai,Apartment,semi luxury
355.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,1.0,1.0,0.9,1,Mulund East Mumbai,Apartment,semi luxury
300.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,1.0,1.0,1.1,1,Mahim Mumbai,Apartment,semi luxury
450.0,Ready to Move,high level,Resale,Furnished,1 Open,1.0,1.0,1.6,1,Malad East Mumbai,Apartment,semi luxury
451.0,Ready to Move,medium level,Resale,Furnished,1 Covered,2.0,2.0,1.35,1,Mumbai,Apartment,semi luxury
269.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,1.0,2.0,0.98,1,Parel Mumbai,Apartment,semi luxury
401.0,Under Construction,medium level,Resale,Semi-Furnished,1 Covered,2.0,1.0,1.22,1,Andheri East Mumbai,Apartment,semi luxury
379.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,1.13,1,Malad West Mumbai,Apartment,semi luxury
450.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,1.0,1.0,1.35,1,Malad East Mumbai,Apartment,semi luxury
370.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,1.0,0.85,1,Chunabhatti Mumbai,Apartment,non luxury
615.0,Ready to Move,low level,Resale,Semi-Furnished,1 Covered,2.0,2.0,3.2,1,Santacruz West Mumbai,Apartment,semi luxury
450.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,1.0,2.0,1.0,1,Goregaon East Mumbai,Apartment,non luxury
700.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,2.0,2.4,1,Goregaon West Mumbai,Apartment,luxury
460.0,Ready to Move,medium level,Resale,Furnished,Unknown,2.0,1.0,1.0,1,Charkop Mumbai,Apartment,semi luxury
430.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,1.2,1,Malad West Mumbai,Apartment,semi luxury
485.0,Ready to Move,low level,New Property,Unfurnished,Unknown,1.0,1.0,0.97,1,Ghatkopar East Mumbai,Apartment,non luxury
422.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,1.0,1.0,1,Dahisar West Mumbai,Apartment,semi luxury
470.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,1.0,2.0,1.28,1,Kandivali East Mumbai,Apartment,semi luxury
426.0,Ready to Move,high level,New Property,Unfurnished,1 Open,2.0,2.0,1.15,1,Borivali East Mumbai,Apartment,semi luxury
330.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,2.0,0.85,1,Malad East Mumbai,Apartment,semi luxury
550.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,1.0,1.0,1.05,1,Ghatkopar West Mumbai,Apartment,semi luxury
425.0,Under Construction,medium level,New Property,Semi-Furnished,Unknown,2.0,1.0,0.89,1,Bhandup West Mumbai,Apartment,semi luxury
442.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,3.0,1.11,1,Mumbai,Apartment,semi luxury
550.0,Ready to Move,high level,Resale,Semi-Furnished,1 Open,1.0,1.0,2.75,1,Worli Mumbai,Apartment,semi luxury
459.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,2.0,1.65,1,Wadala Mumbai,Apartment,semi luxury
428.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,2.0,2.0,1.27,1,Andheri East Mumbai,Apartment,luxury
410.0,Ready to Move,high level,New Property,Unfurnished,1 Open,2.0,1.0,0.62,1,Mumbai,Apartment,luxury
458.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,2.0,1.0,1.1,1,Kanjurmarg East Mumbai,Apartment,semi luxury
486.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,2.0,1.0,1.3,1,Mumbai,Apartment,semi luxury
400.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,1.0,0.89,1,Dahisar West Mumbai,Apartment,semi luxury
396.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,0.95,1,Jogeshwari East Mumbai,Apartment,semi luxury
367.0,Under Construction,low level,New Property,Semi-Furnished,1 Covered,1.0,2.0,0.25,1,Vasai Mumbai,Apartment,non luxury
400.0,Ready to Move,low level,Resale,Semi-Furnished,1 Open,2.0,2.0,0.32,1,Virar West Mumbai,Apartment,semi luxury
370.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,2.0,2.0,0.82,1,Kandivali East Mumbai,Apartment,semi luxury
513.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,1.0,1.4,1,Andheri West Mumbai,Apartment,luxury
410.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,2.0,0.85,1,Malad West Mumbai,Apartment,semi luxury
628.0,Ready to Move,high level,Resale,Unfurnished,Unknown,1.0,1.0,0.95,1,Chembur Mumbai,Apartment,semi luxury
430.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,1.0,1.0,1.04,1,Kandivali East Mumbai,Apartment,semi luxury
710.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Covered,2.0,2.0,0.95,1,Kurla West Mumbai,Apartment,semi luxury
412.0,Under Construction,high level,New Property,Unfurnished,Unknown,1.0,2.0,1.0,1,Jogeshwari West Mumbai,Apartment,non luxury
423.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,1.0,1.0,0.68,1,Dahisar East Mumbai,Apartment,semi luxury
400.0,Under Construction,low level,Resale,Unfurnished,Unknown,2.0,2.0,0.82,1,Dahisar East Mumbai,Apartment,semi luxury
484.0,Ready to Move,medium level,New Property,Unfurnished,Unknown,2.0,1.0,1.2,1,Kurla East Mumbai,Apartment,semi luxury
392.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,1.0,0.32,1,Naigaon East Mumbai,Apartment,semi luxury
350.0,Ready to Move,low level,Resale,Furnished,1 Open,1.0,2.0,0.82,1,Kandivali East Mumbai,Apartment,non luxury
577.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,2.0,1.0,1.15,1,Powai Mumbai,Apartment,semi luxury
400.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,2.0,1.3,1,Mumbai,Apartment,semi luxury
410.0,Ready to Move,low level,Resale,Unfurnished,Unknown,1.0,1.0,1.1,1,Kandivali East Mumbai,Apartment,semi luxury
520.0,Ready to Move,low level,New Property,Unfurnished,1 Open,2.0,2.0,1.7,1,Andheri East Mumbai,Apartment,semi luxury
250.0,Ready to Move,low level,Resale,Furnished,Unknown,2.0,2.0,0.42,1,Virar West Mumbai,Apartment,semi luxury
480.0,Ready to Move,medium level,Resale,Semi-Furnished,1 Open,2.0,1.0,0.95,1,Kandivali East Mumbai,Apartment,semi luxury
461.0,Ready to Move,high level,Resale,Semi-Furnished,1 Covered,2.0,1.0,1.38,1,Kanjurmarg East Mumbai,Apartment,luxury
418.0,Ready to Move,medium level,Resale,Unfurnished,1 Covered,2.0,2.0,0.29,1,Virar West Mumbai,Apartment,semi luxury
460.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,2.0,1.0,2.25,1,Santacruz West Mumbai,Apartment,semi luxury
421.0,Ready to Move,high level,Resale,Furnished,1 Covered,2.0,2.0,0.85,1,Dahisar East Mumbai,Apartment,semi luxury
405.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,1.0,2.0,0.93,1,Kandivali East Mumbai,Apartment,semi luxury
322.0,Under Construction,medium level,New Property,Unfurnished,1 Open,2.0,2.0,0.88,1,Bandra East Mumbai,Apartment,semi luxury
360.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,1.0,3.0,0.24,1,Nalasopara Mumbai,Apartment,semi luxury
360.0,Ready to Move,high level,Resale,Semi-Furnished,Unknown,2.0,1.0,0.71,1,Bhandup West Mumbai,Apartment,semi luxury
520.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,1.0,1.0,1.35,1,Santacruz West Mumbai,Apartment,non luxury
378.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,2.0,1.45,1,Parel Mumbai,Apartment,luxury
480.0,Ready to Move,medium level,Resale,Furnished,1 Covered,2.0,2.0,1.75,1,Andheri West Mumbai,Apartment,semi luxury
625.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,2.0,0.97,1,Goregaon West Mumbai,Apartment,semi luxury
458.0,Ready to Move,high level,New Property,Unfurnished,1 Covered,2.0,1.0,1.45,1,Mumbai,Apartment,semi luxury
350.0,Under Construction,medium level,Resale,Furnished,Unknown,1.0,1.0,1.5,1,Vile Parle East Mumbai,Apartment,non luxury
450.0,Ready to Move,medium level,Resale,Semi-Furnished,Opened,1.0,3.0,0.38,1,Mumbai,Apartment,semi luxury
251.0,Under Construction,medium level,New Property,Unfurnished,Unknown,2.0,1.0,0.5,1,Malad East Mumbai,Apartment,luxury
323.0,Under Construction,high level,New Property,Semi-Furnished,1 Open,2.0,1.0,0.75,1,Malad East Mumbai,Apartment,semi luxury
400.0,Under Construction,medium level,New Property,Unfurnished,Unknown,2.0,2.0,0.8,1,Dahisar East Mumbai,Apartment,semi luxury
320.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,2.0,0.65,1,Bhandup West Mumbai,Apartment,semi luxury
325.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,1.0,2.0,0.9,1,Mulund East Mumbai,Apartment,semi luxury
410.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,1.0,1.0,1.5,1,Ghatkopar East Mumbai,Apartment,semi luxury
225.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,1.0,0.55,1,Andheri East Mumbai,Apartment,semi luxury
412.0,Ready to Move,low level,Resale,Unfurnished,1 Open,2.0,3.0,0.63,1,Mira Road Mumbai,Apartment,semi luxury
350.0,Ready to Move,low level,Resale,Unfurnished,Unknown,2.0,2.0,0.26,1,Bhandup West Mumbai,House,semi luxury
400.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,1.0,2.0,0.65,1,Bhandup East Mumbai,Apartment,semi luxury
660.0,Ready to Move,high level,Resale,Unfurnished,Unknown,1.0,3.0,0.51,1,Mira Road Mumbai,Apartment,luxury
400.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,1.0,1.0,0.99,1,Goregaon East Mumbai,Apartment,semi luxury
440.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,0.83,1,Goregaon West Mumbai,Apartment,semi luxury
411.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,2.0,0.31,1,Virar West Mumbai,Apartment,semi luxury
430.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,2.0,0.97,1,Mumbai,Apartment,semi luxury
372.0,Under Construction,medium level,New Property,Unfurnished,1 Covered,2.0,1.0,0.88,1,Vikhroli West Mumbai,Apartment,semi luxury
450.0,Ready to Move,low level,Resale,Semi-Furnished,Unknown,1.0,2.0,1.05,1,Mulund West Mumbai,Apartment,semi luxury
418.0,Under Construction,high level,Resale,Unfurnished,1 Covered,2.0,2.0,0.85,1,Mira Road Mumbai,Apartment,semi luxury
363.0,Ready to Move,high level,Resale,Unfurnished,1 Open,1.0,1.0,1.3,1,Lower Parel Mumbai,Apartment,semi luxury
410.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,1.84,1,Vile Parle East Mumbai,Apartment,semi luxury
457.0,Ready to Move,high level,Resale,Unfurnished,Unknown,2.0,2.0,1.25,1,Goregaon West Mumbai,Apartment,non luxury
447.0,Ready to Move,medium level,Resale,Unfurnished,Unknown,2.0,2.0,1.65,1,Chembur Mumbai,Apartment,semi luxury
450.0,Ready to Move,medium level,Resale,Unfurnished,1 Open,2.0,2.0,1.35,1,Andheri East Mumbai,Apartment,semi luxury
460.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,2.0,1.6,1,Santacruz West Mumbai,Apartment,semi luxury
440.0,Ready to Move,medium level,Resale,Semi-Furnished,Unknown,2.0,1.0,1.2,1,Wadala East Mumbai,Apartment,semi luxury
450.0,Ready to Move,low level,Resale,Unfurnished,1 Open,2.0,1.0,1.1,1,Andheri East Mumbai,Apartment,semi luxury
522.0,Ready to Move,high level,New Property,Unfurnished,Unknown,2.0,2.0,1.35,1,Jogeshwari West Mumbai,Apartment,semi luxury
445.0,Ready to Move,high level,Resale,Semi-Furnished,1 Open,2.0,2.0,0.86,1,Kandivali East Mumbai,Apartment,luxury
465.0,Ready to Move,high level,Resale,Semi-Furnished,1 Covered,2.0,1.0,2.1,1,Matunga West Mumbai,Apartment,semi luxury
445.0,Ready to Move,high level,New Property,Semi-Furnished,1 Covered,1.0,2.0,0.99,1,Mumbai,Apartment,semi luxury
