Area,Status,Floor,Transaction,Furnishing,Society,Car Parking,Bathroom,Balcony,price,BHK_type,Address,Type,Main Road,Pool,Garden/Park,pricepersqft
756.0,Ready to Move,0.0,Resale,Furnished,Poonam Apartments,Unknown,2.0,2.0,3.5,2,Worli Mumbai,Apartment,0,0,0,4629.63
792.0,Ready to Move,6.0,Resale,Semi-Furnished,Cozy Apartment,Unknown,2.0,2.0,2.5,2,Yari Road Mumbai,Apartment,0,0,0,3156.57
702.0,Ready to Move,11.0,Resale,Furnished,Avenue 14,Unknown,2.0,2.0,3.4,2,Unknown,Apartment,0,0,0,4843.3
1000.0,Ready to Move,7.0,Resale,Semi-Furnished,K Mehta Shree Rasraj Tower,Unknown,2.0,5.0,2.3,2,Borivali West Mumbai,Apartment,0,0,0,2300.0
1290.0,Ready to Move,10.0,New Property,Unfurnished,Ivy Tower,Unknown,2.0,6.0,2.3,2,Goregaon East Mumbai,Apartment,0,0,0,1782.95
1021.0,Ready to Move,14.0,New Property,Unfurnished,Ivy Tower,Unknown,2.0,5.0,2.2,2,Goregaon East Mumbai,Apartment,0,0,0,2154.75
1100.0,Ready to Move,9.0,Resale,Semi-Furnished,Brookhaven,Unknown,2.0,5.0,2.1,2,Andheri East Mumbai,Apartment,0,0,0,1909.09
1215.0,Ready to Move,23.0,Resale,Semi-Furnished,Lodha Fiorenza,Unknown,2.0,4.0,2.25,2,Goregaon East Mumbai,Apartment,0,0,1,1851.85
1020.0,Ready to Move,30.0,New Property,Unfurnished,Lodha Fiorenza,Unknown,3.0,5.0,2.0,2,Goregaon East Mumbai,Apartment,0,0,1,1960.78
980.0,Ready to Move,30.0,Resale,Unfurnished,Wadhwa Anmol Tower,Unknown,2.0,5.0,2.1,2,Goregaon West Mumbai,Apartment,1,0,1,2142.86
1125.0,Ready to Move,12.0,New Property,Unfurnished,Safal Twins,Unknown,2.0,5.0,1.97,2,Unknown,Apartment,0,0,0,1751.11
449.0,Ready to Move,6.0,Resale,Unfurnished,Neptune Swarajya,Unknown,2.0,2.0,0.2,2,Ambivali Mumbai,Apartment,0,0,0,445.43
684.0,Ready to Move,9.0,Resale,Unfurnished,Sosar Solitaire,Unknown,2.0,1.0,3.2,2,Khar West Mumbai,Apartment,0,0,0,4678.36
558.0,Ready to Move,5.0,Resale,Semi-Furnished,Girnar Building,Unknown,2.0,2.0,2.7,2,Unknown,Apartment,0,0,0,4838.71
606.0,Under Construction,8.0,New Property,Unfurnished,Alpine Primo,1 Covered,2.0,1.0,1.8,2,Unknown,Apartment,0,0,1,2970.3
1100.0,Ready to Move,3.0,Resale,Semi-Furnished,Jaydeep Prathamesh View Residency,Unknown,2.0,4.0,1.45,2,Bhandup West Mumbai,Apartment,1,0,1,1318.18
650.0,Ready to Move,10.0,New Property,Semi-Furnished,Virar West Mumbai,1 Covered,2.0,4.0,0.72,2,Virar West Mumbai,Apartment,1,0,0,1107.69
513.0,Ready to Move,3.0,Resale,Semi-Furnished,Charkop Anusaya,Unknown,2.0,1.0,1.45,2,Kandivali West Mumbai,Apartment,0,0,0,2826.51
765.0,Ready to Move,8.0,Resale,Unfurnished,Bachraj Landmark,Unknown,2.0,3.0,0.8,2,Virar West Mumbai,Apartment,1,0,1,1045.75
750.0,Ready to Move,3.0,Resale,Unfurnished,Kohinoor Planet,Unknown,2.0,2.0,2.15,2,Unknown,Apartment,1,0,0,2866.67
442.0,Ready to Move,5.0,Resale,Furnished,Rivali Park,Unknown,1.0,2.0,1.6,2,Magathane Mumbai,Apartment,0,0,0,3619.91
481.0,Ready to Move,9.0,New Property,Unfurnished,Mulund East Mumbai,Unknown,2.0,1.0,1.3,2,Mulund East Mumbai,Apartment,1,0,0,2702.7
723.0,Ready to Move,8.0,Resale,Semi-Furnished,Runwal Bliss,1 Covered,2.0,1.0,2.65,2,Kanjurmarg East Mumbai,Apartment,1,1,1,3665.28
618.0,Ready to Move,0.0,New Property,Unfurnished,Marina Enclave,Unknown,2.0,1.0,1.54,2,Unknown,Apartment,1,1,1,2491.91
533.0,Under Construction,0.0,New Property,Unfurnished,Purva Clermont,1 Covered,2.0,2.0,2.05,2,Chembur Mumbai,Apartment,0,0,1,3846.15
724.0,Under Construction,0.0,New Property,Unfurnished,Tridhaatu Morya,Unknown,2.0,1.0,2.06,2,Chembur Mumbai,Apartment,1,1,1,2845.3
769.0,Under Construction,0.0,New Property,Unfurnished,Godrej Reserve,Unknown,2.0,1.0,2.62,2,Kandivali East Mumbai,Apartment,0,1,0,3407.02
686.0,Under Construction,0.0,New Property,Unfurnished,Kabra Embraze,Unknown,2.0,2.0,2.35,2,Ghatkopar East Mumbai,Apartment,0,0,0,3425.66
941.0,Ready to Move,0.0,New Property,Unfurnished,Neelyog Aarana,1 Covered,2.0,6.0,4.51,2,Byculla Mumbai,Apartment,0,0,0,4792.77
804.0,Under Construction,0.0,New Property,Unfurnished,Ajmera Eden,Unknown,2.0,5.0,1.66,2,Ghatkopar West Mumbai,Apartment,0,0,0,2064.68
616.0,Under Construction,0.0,New Property,Unfurnished,Runwal Forests,1 Covered,2.0,2.0,2.29,2,Ghatkopar East Mumbai,Apartment,1,0,1,3717.53
519.0,Ready to Move,11.0,Resale,Unfurnished,Rustomjee Bella,Unknown,2.0,1.0,3.8,2,Matunga East Mumbai,Apartment,0,0,1,7321.77
1250.0,Ready to Move,12.0,Resale,Furnished,Marathon cosmos,Unknown,3.0,1.0,1.45,2,Bhandup West Mumbai,Apartment,0,1,1,1160.0
510.0,Ready to Move,7.0,Resale,Semi-Furnished,Avenue D Global City,Unknown,2.0,1.0,2.4,2,Mulund West Mumbai,Apartment,0,0,1,4705.88
857.0,Ready to Move,19.0,New Property,Furnished,Raheja Exotica,Unknown,2.0,2.0,9.5,2,Cumballa Hill Mumbai,Apartment,0,1,1,11085.18
950.0,Ready to Move,0.0,Resale,Unfurnished,Rivali Park,Unknown,2.0,5.0,2.85,2,Madh Mumbai,Apartment,1,0,1,3000.0
780.0,Ready to Move,1.0,Resale,Semi-Furnished,Bhayandar East Mumbai,Unknown,2.0,2.0,1.2,2,Bhayandar East Mumbai,Apartment,1,0,1,1538.46
700.0,Ready to Move,0.0,Resale,Semi-Furnished,Sector 2 Charkop Mumbai,Unknown,1.0,1.0,1.15,2,Sector 2 Charkop Mumbai,House,0,0,0,1642.86
750.0,Ready to Move,6.0,Resale,Furnished,Bhoomi Enclave,Unknown,2.0,1.0,1.55,2,Mulund West Mumbai,Apartment,1,0,0,2066.67
950.0,Ready to Move,8.0,Resale,Furnished,St. Annes Apartment,Unknown,2.0,6.0,1.45,2,Mahavir Nagar Kandivali West Mumbai,Apartment,0,0,0,1526.32
600.0,Ready to Move,0.0,Resale,Semi-Furnished,Ahmed Tower,Unknown,2.0,1.0,3.8,2,Bandra West Mumbai,Apartment,0,0,0,6333.33
900.0,Ready to Move,3.0,Resale,Unfurnished,Teen Batti Mumbai,Unknown,3.0,6.0,0.52,2,Teen Batti Mumbai,Apartment,0,0,1,577.78
650.0,Ready to Move,6.0,Resale,Semi-Furnished,Kukreja Complex,Unknown,2.0,2.0,2.3,2,Agripada Mumbai,Apartment,1,0,0,3538.46
716.0,Ready to Move,8.0,Resale,Semi-Furnished,Thakar Park,Unknown,2.0,1.0,2.4,2,Vakola Mumbai,Apartment,1,0,0,3351.96
765.0,Ready to Move,14.0,Resale,Furnished,Shreepati Castle,Unknown,2.0,3.0,1.49,2,Bhandup West Mumbai,Apartment,0,1,0,1947.71
700.0,Ready to Move,7.0,Resale,Unfurnished,Piramal Revanta,1 Covered,2.0,1.0,4.5,2,Girgaon Mumbai,Apartment,1,1,1,6428.57
585.0,Ready to Move,7.0,Resale,Semi-Furnished,Madh Mumbai,Unknown,2.0,4.0,4.0,2,Madh Mumbai,House,1,0,0,6837.61
1050.0,Ready to Move,1.0,Resale,Semi-Furnished,Padmavati Tower,Unknown,2.0,5.0,2.2,2,Mulund West Mumbai,Apartment,0,0,1,2095.24
684.0,Ready to Move,2.0,Resale,Unfurnished,Raj Paradise,Unknown,2.0,2.0,0.27,2,Four Bungalows Mumbai,Apartment,1,0,1,394.74
646.0,Ready to Move,12.0,Resale,Semi-Furnished,Eastern Winds,Unknown,2.0,1.0,1.25,2,Bhayandar West Mumbai,Apartment,0,0,0,1934.98
792.0,Ready to Move,8.0,Resale,Furnished,Green Woods Chkala,Unknown,2.0,1.0,1.5,2,Marol Mumbai,Apartment,0,0,0,1893.94
590.0,Ready to Move,0.0,Resale,Semi-Furnished,Rustomjee Orva Residency,Unknown,2.0,1.0,2.29,2,Chakala Mumbai,Apartment,0,0,0,3881.36
430.0,Ready to Move,1.0,New Property,Furnished,LIC Hous,Unknown,2.0,1.0,0.44,2,Unknown,Apartment,0,0,0,1023.26
1200.0,Ready to Move,3.0,New Property,Unfurnished,Royal Residency,Unknown,2.0,6.0,2.7,2,Bandra West Mumbai,Apartment,0,0,0,2250.0
600.0,Under Construction,11.0,New Property,Semi-Furnished,Samadhan,Unknown,2.0,2.0,2.1,2,Khar West Mumbai,Apartment,0,0,0,3500.0
864.0,Ready to Move,16.0,Resale,Unfurnished,Shreeji Heights,Unknown,2.0,4.0,3.25,2,Lal Baug Mumbai,Apartment,0,0,0,3761.57
1156.0,Under Construction,20.0,New Property,Unfurnished,Sugee Trimurti,Unknown,2.0,6.0,0.92,2,Goregaon West Mumbai,Apartment,0,0,0,795.85
1050.0,Ready to Move,5.0,Resale,Unfurnished,Sunrise Charkop,Unknown,2.0,4.0,3.46,2,Matunga West Mumbai,Apartment,1,0,1,3295.24
1000.0,Ready to Move,13.0,Resale,Unfurnished,Dipti Ocean Terraces,Unknown,2.0,4.0,3.6,2,Shivaji Park Mumbai,Apartment,0,0,0,3600.0
1250.0,Ready to Move,8.0,Resale,Semi-Furnished,Ivy Tower,Unknown,2.0,6.0,4.25,2,Shivaji Park Mumbai,Apartment,0,0,0,3400.0
900.0,Ready to Move,3.0,Resale,Semi-Furnished,Brookhaven,Unknown,2.0,6.0,0.22,2,Ulhasnagar Mumbai,House,0,0,0,244.44
1010.0,Ready to Move,8.0,Resale,Semi-Furnished,Raheja Sherwood,Unknown,2.0,6.0,2.2,2,Goregaon East Mumbai,Apartment,0,0,0,2178.22
716.0,Ready to Move,5.0,Resale,Unfurnished,Rustomjee Elements,Unknown,2.0,2.0,2.1,2,Andheri East Mumbai,Apartment,0,0,0,2932.96
950.0,Ready to Move,8.0,Resale,Semi-Furnished,Panchsheel Gardens,Unknown,2.0,3.0,1.99,2,Goregaon East Mumbai,Apartment,0,0,0,2094.74
450.0,Ready to Move,4.0,Resale,Unfurnished,Nakoda Heights,Unknown,1.0,1.0,2.25,2,Andheri West Mumbai,Apartment,0,0,0,5000.0
729.0,Ready to Move,5.0,Resale,Semi-Furnished,Tilak Nagar sahakarya chs bldg no 84,Unknown,2.0,2.0,1.3,2,Kandivali West Mumbai,Apartment,0,0,0,1783.26
612.0,Ready to Move,5.0,Resale,Semi-Furnished,Sheth Heights,Unknown,2.0,1.0,0.32,2,Nalasopara West Mumbai,Apartment,0,0,0,522.88
700.0,Ready to Move,4.0,Resale,Semi-Furnished,Rustomjee Avenue J,Unknown,2.0,1.0,1.39,2,Tilak Nagar Chembur Mumbai,Apartment,1,0,0,1985.71
854.0,Under Construction,40.0,Resale,Semi-Furnished,Marathon Monte South,Unknown,2.0,1.0,1.25,2,Vikhroli East Mumbai,Apartment,1,0,1,1463.7
522.0,Ready to Move,16.0,Resale,Unfurnished,Runwal Forests,Unknown,2.0,1.0,0.45,2,Andheri West Mumbai,House,0,0,0,862.07
468.0,Ready to Move,25.0,Resale,Furnished,Runwal Forests,Unknown,2.0,1.0,3.75,2,Byculla Mumbai,Apartment,0,0,0,8012.82
457.0,Ready to Move,13.0,Resale,Semi-Furnished,Runwal Forests,Unknown,2.0,1.0,1.22,2,Kanjurmarg West Mumbai,Apartment,0,0,1,2669.58
412.0,Ready to Move,5.0,Resale,Unfurnished,Runwal Forests,Unknown,2.0,1.0,1.42,2,Kanjurmarg West Mumbai,Apartment,0,0,1,3446.6
792.0,Ready to Move,11.0,Resale,Semi-Furnished,Runwal Forests,Unknown,2.0,1.0,1.9,2,Kanjurmarg West Mumbai,Apartment,0,0,1,2398.99
792.0,Ready to Move,1.0,Resale,Furnished,Runwal Forests,Unknown,2.0,1.0,1.4,2,Kanjurmarg West Mumbai,Apartment,0,0,1,1767.68
540.0,Under Construction,24.0,Resale,Semi-Furnished,Ajmera Manhattan,Unknown,2.0,1.0,1.9,2,Kanjurmarg West Mumbai,Apartment,0,0,1,3518.52
650.0,Ready to Move,2.0,Resale,Semi-Furnished,Ganga Laxmi Sadan,1 Covered,2.0,1.0,2.5,2,Kanjurmarg West Mumbai,Apartment,1,0,1,3846.15
490.0,Ready to Move,8.0,Resale,Unfurnished,Ajmera Manhattan,1 Covered,2.0,1.0,2.47,2,Wadala Mumbai,Apartment,0,0,1,5040.82
1200.0,Ready to Move,10.0,Resale,Semi-Furnished,RNA Continental,1 Covered,2.0,3.0,1.5,2,Malad West Mumbai,Apartment,1,0,1,1250.0
970.0,Ready to Move,4.0,Resale,Semi-Furnished,Juhu Mumbai,Unknown,2.0,1.0,2.75,2,Juhu Mumbai,Apartment,0,0,1,2835.05
618.0,Ready to Move,8.0,Resale,Unfurnished,Advait Eternal,Unknown,2.0,2.0,2.8,2,Unknown,Apartment,1,1,1,4530.74
707.0,Ready to Move,5.0,Resale,Furnished,Teen Batti Mumbai,Unknown,2.0,2.0,0.52,2,Teen Batti Mumbai,Apartment,0,0,1,735.5
558.0,Ready to Move,15.0,Resale,Furnished,Dreams Complex,Unknown,2.0,1.0,2.0,2,Mulund West Mumbai,Apartment,0,0,1,3584.23
637.0,Ready to Move,4.0,Resale,Furnished,Vasant Galaxy,Unknown,2.0,2.0,1.55,2,Kurla East Mumbai,Apartment,1,0,1,2433.28
493.0,Ready to Move,0.0,Resale,Unfurnished,Sai Baba Complex,Unknown,1.0,1.0,2.5,2,Goregaon East Mumbai,Apartment,0,0,0,5070.99
493.0,Ready to Move,0.0,Resale,Unfurnished,Sai Baba Complex,Unknown,2.0,1.0,1.4,2,Bhandup West Mumbai,Apartment,0,1,1,2839.76
690.0,Ready to Move,12.0,Resale,Semi-Furnished,Samarth Garden,Unknown,2.0,2.0,2.1,2,Bangur Nagar Mumbai,Apartment,0,0,1,3043.48
576.0,Ready to Move,8.0,Resale,Furnished,Evershine Apartment,Unknown,2.0,1.0,1.28,2,Goregaon East Mumbai,Apartment,0,0,0,2222.22
1100.0,Ready to Move,24.0,Resale,Semi-Furnished,Naperol Tower Condominium,Unknown,2.0,3.0,1.28,2,Goregaon East Mumbai,Apartment,0,0,0,1163.64
800.0,Ready to Move,10.0,Resale,Semi-Furnished,Sunrise Charkop,Unknown,2.0,4.0,1.45,2,Bhandup West Mumbai,Apartment,1,0,1,1812.5
541.0,Ready to Move,15.0,Resale,Semi-Furnished,Shiv Parvati,Unknown,2.0,1.0,1.75,2,Unknown,Apartment,0,0,0,3234.75
1250.0,Ready to Move,21.0,Resale,Furnished,Kalpataru Gardens,Unknown,2.0,3.0,3.0,2,Unknown,Apartment,0,0,0,2400.0
1235.0,Ready to Move,13.0,Resale,Semi-Furnished,Kalpataru Gardens,Unknown,2.0,5.0,1.32,2,Charkop Gaon Mumbai,Apartment,0,0,0,1068.83
1400.0,Ready to Move,7.0,Resale,Unfurnished,Wadhwa Anmol Tower,Unknown,2.0,4.0,1.6,2,Malad West Mumbai,Apartment,0,0,0,1142.86
1100.0,Ready to Move,4.0,Resale,Semi-Furnished,Brookhaven,Unknown,2.0,4.0,2.46,2,Kandivali East Mumbai,Apartment,0,0,0,2236.36
1150.0,Ready to Move,11.0,Resale,Unfurnished,Raheja Interface Heights,Unknown,2.0,5.0,1.98,2,Kandivali East Mumbai,Apartment,0,0,0,1721.74
1100.0,Ready to Move,10.0,Resale,Unfurnished,Raheja Interface Heights,Unknown,2.0,5.0,2.2,2,Goregaon West Mumbai,Apartment,1,0,1,2000.0
756.0,Ready to Move,4.0,Resale,Furnished,Akruti Orchid Park,Unknown,2.0,1.0,2.0,2,Andheri East Mumbai,Apartment,0,0,0,2645.5
907.0,Ready to Move,19.0,Resale,Semi-Furnished,RNA ROYALE PARK,Unknown,2.0,4.0,1.76,2,Malad West Mumbai,Apartment,0,0,0,1940.46
681.0,Ready to Move,34.0,Resale,Semi-Furnished,Lodha New Cuffe Parade,Unknown,2.0,1.0,1.7,2,Malad West Mumbai,Apartment,0,0,0,2496.33
576.0,Ready to Move,4.0,Resale,Semi-Furnished,Mayuresh Srishti,Unknown,2.0,1.0,1.65,2,Andheri East Mumbai,Apartment,0,0,1,2864.58
677.0,Ready to Move,3.0,Resale,Semi-Furnished,Poonam Estate Cluster 1,Unknown,2.0,1.0,2.0,2,Kandivali West Mumbai,Apartment,0,0,0,2954.21
540.0,Ready to Move,6.0,Resale,Furnished,Malwani Vaishali CHS,Unknown,2.0,1.0,2.35,2,Wadala Mumbai,Apartment,1,0,1,4351.85
792.0,Ready to Move,6.0,Resale,Semi-Furnished,Renaissance CHS,Unknown,2.0,2.0,1.4,2,Bhandup West Mumbai,Apartment,0,0,0,1767.68
541.0,Ready to Move,2.0,Resale,Unfurnished,Kalpataru Yashodhan,Unknown,2.0,1.0,0.75,2,Mira Road Area Mumbai,Apartment,1,0,1,1386.32
843.0,Ready to Move,3.0,New Property,Unfurnished,Dosti Belleza,Unknown,2.0,3.0,0.7,2,Malvani Mumbai,Apartment,0,0,0,830.37
644.0,Ready to Move,13.0,Resale,Unfurnished,K Raheja Maple Leaf,Unknown,2.0,1.0,0.74,2,Malvani Mumbai,Apartment,0,0,0,1149.07
740.0,Ready to Move,0.0,Resale,Semi-Furnished,Highland Park,Unknown,2.0,1.0,3.85,2,Andheri West Mumbai,Apartment,0,0,0,5202.7
612.0,Ready to Move,15.0,Resale,Semi-Furnished,Ajmera Nirvana,Unknown,2.0,3.0,2.95,2,Parel Mumbai,Apartment,1,0,0,4820.26
1026.0,Ready to Move,13.0,New Property,Furnished,K Raheja Maple Leaf,Unknown,2.0,1.0,1.75,2,Raheja Vihar Mumbai,Apartment,1,0,0,1705.65
1000.0,Ready to Move,2.0,Resale,Unfurnished,Highland Park,Unknown,2.0,5.0,1.33,2,Amar Nagar Mulund West Mumbai,Apartment,1,0,0,1330.0
700.0,Ready to Move,9.0,Resale,Unfurnished,Ajmera Nirvana,Unknown,2.0,2.0,1.75,2,Kanjurmarg East Mumbai,Apartment,0,0,0,2500.0
650.0,Ready to Move,6.0,Resale,Semi-Furnished,Tilak Shanti CHS,Unknown,2.0,2.0,1.9,2,Bhandup West Mumbai,Apartment,0,0,0,2923.08
610.0,Ready to Move,14.0,Resale,Unfurnished,Mumbai,Unknown,2.0,1.0,1.85,2, Mumbai,Apartment,1,0,0,3032.79
645.0,Ready to Move,2.0,Resale,Semi-Furnished,Shahaji Raje Marg Mumbai,Unknown,2.0,3.0,0.32,2,Shahaji Raje Marg Mumbai,Apartment,1,0,0,496.12
705.0,Ready to Move,2.0,Resale,Unfurnished,Shreeji Residency,Unknown,1.0,1.0,2.0,2,Bhayandar East Mumbai,Apartment,0,0,1,2836.88
659.0,Ready to Move,14.0,Resale,Furnished,Eastern Winds,Unknown,2.0,1.0,0.52,2,Aksa Gaon Mumbai,Apartment,0,0,0,789.07
750.0,Ready to Move,1.0,Resale,Furnished,Satyalaxmi CHS,Unknown,2.0,2.0,15.0,2,Madh Mumbai,House,1,0,0,20000.0
509.0,Ready to Move,15.0,Resale,Unfurnished,LEVEL The Residences,Unknown,2.0,1.0,0.65,2,Bhayandar West Mumbai,Apartment,0,0,0,1277.01
600.0,Ready to Move,5.0,Resale,Furnished,Shree Sai Shraddha CHS,Unknown,2.0,2.0,1.9,2,Unknown,Apartment,0,0,0,3166.67
900.0,Ready to Move,5.0,Resale,Furnished,Satyalaxmi CHS,1 Covered,2.0,5.0,2.25,2,Chembur Mumbai,Apartment,1,0,1,2500.0
525.0,Ready to Move,6.0,Resale,Unfurnished,LEVEL The Residences,Unknown,1.0,2.0,1.7,2,Andheri West Mumbai,Apartment,1,0,0,3238.1
860.0,Ready to Move,2.0,Resale,Semi-Furnished,Raj Infinia,Unknown,2.0,3.0,4.45,2,Hiranandani Gardens Mumbai,Apartment,0,0,0,5174.42
722.0,Ready to Move,2.0,Resale,Furnished,Dharavi Mumbai,1 Covered,2.0,2.0,1.35,2,Dharavi Mumbai,Apartment,0,0,0,1869.81
700.0,Ready to Move,8.0,Resale,Furnished,Malad West Mumbai,Unknown,2.0,3.0,1.1,2,Malad West Mumbai,House,1,0,1,1571.43
790.0,Ready to Move,7.0,Resale,Unfurnished,Raj Inf,1 Open,2.0,1.0,2.85,2,Unknown,Apartment,0,0,1,3607.59
761.0,Ready to Move,10.0,Resale,Semi-Furnished,Wadhwa Pristine,Unknown,2.0,1.0,2.55,2,Vakola Mumbai,Apartment,0,0,0,3350.85
682.0,Ready to Move,4.0,Resale,Furnished,Northern Star,1 Covered,2.0,1.0,2.4,2,Kandarpada Mumbai,Apartment,0,0,0,3519.06
890.0,Ready to Move,16.0,Resale,Unfurnished,Sahyog Oshi,Unknown,2.0,4.0,4.6,2,Unknown,Apartment,0,0,0,5168.54
540.0,Ready to Move,1.0,Resale,Furnished,Mohak City,Unknown,2.0,1.0,0.35,2,Gopal Apartment Neral Mumbai,Apartment,0,0,0,648.15
864.0,Ready to Move,4.0,Resale,Unfurnished,Nahar Amrit Shakti,Unknown,2.0,6.0,1.65,2,Oshiwara Mumbai,Apartment,0,0,0,1909.72
483.0,Ready to Move,2.0,Resale,Semi-Furnished,Sheetal Standard Batteries,Unknown,2.0,1.0,0.39,2,Shahaji Raje Marg Mumbai,Apartment,1,0,0,807.45
662.0,Ready to Move,5.0,Resale,Semi-Furnished,Swapnalok Tower,Unknown,2.0,2.0,0.55,2,Virar Mumbai,Apartment,0,0,0,830.82
634.0,Ready to Move,7.0,Resale,Furnished,Blue Empire Complex,Unknown,2.0,2.0,2.17,2,Chandivali Mumbai,Apartment,0,0,1,3422.71
659.0,Ready to Move,12.0,Resale,Furnished,Bhoomi Valley,Unknown,2.0,1.0,1.65,2,Malad East Mumbai,Apartment,0,0,0,2503.79
576.0,Ready to Move,5.0,Resale,Furnished,Sumit Greendale,Unknown,2.0,1.0,1.75,2,Goregaon East Mumbai,Apartment,0,0,0,3038.19
850.0,Under Construction,10.0,Resale,Unfurnished,Ekta Tripolis,Unknown,2.0,3.0,1.5,2,Kandivali West Mumbai,Apartment,0,0,0,1764.71
594.0,Ready to Move,5.0,Resale,Furnished,Gundecha,Unknown,2.0,2.0,1.58,2,Kandivali East Mumbai,Apartment,0,0,0,2659.93
634.0,Ready to Move,1.0,Resale,Semi-Furnished,Dheeraj Jamuna,Unknown,2.0,1.0,0.45,2,Virar Mumbai,Apartment,0,0,0,709.78
630.0,Ready to Move,7.0,Resale,Unfurnished,Dheeraj Jamuna,Unknown,2.0,1.0,2.25,2,Goregaon West Mumbai,Apartment,1,0,0,3571.43
454.0,Ready to Move,9.0,Resale,Unfurnished,Dheeraj Jamuna,Unknown,2.0,1.0,1.5,2,Kandivali East Mumbai,Apartment,0,0,0,3303.96
808.0,Ready to Move,6.0,Resale,Furnished,Green Woods Chkala,Unknown,2.0,5.0,1.55,2,Malad West Mumbai,Apartment,0,0,1,1918.32
784.0,Ready to Move,9.0,Resale,Furnished,Green Woods Chkala,Unknown,2.0,1.0,1.55,2,Malad West Mumbai,Apartment,0,0,1,1977.04
846.0,Ready to Move,6.0,Resale,Semi-Furnished,Raheja Heights,Unknown,2.0,4.0,1.7,2,Malad West Mumbai,Apartment,0,0,1,2009.46
756.0,Ready to Move,8.0,Resale,Unfurnished,Raheja Classique,Unknown,2.0,2.0,2.45,2,Chakala Mumbai,Apartment,0,0,0,3240.74
720.0,Ready to Move,21.0,Resale,Semi-Furnished,Raheja Willows,Unknown,2.0,2.0,2.75,2,Andheri East Mumbai,Apartment,0,0,0,3819.44
731.0,Ready to Move,12.0,Resale,Furnished,Raheja Willows,Unknown,2.0,1.0,2.25,2,Malad East Mumbai,Apartment,1,0,1,3077.98
749.0,Ready to Move,7.0,Resale,Unfurnished,Raheja Sherwood,Unknown,2.0,1.0,3.1,2,Andheri West Mumbai,Apartment,0,0,1,4138.85
727.0,Ready to Move,7.0,Resale,Unfurnished,Raheja Sherwood,Unknown,2.0,2.0,1.9,2,Kandivali East Mumbai,Apartment,0,0,0,2613.48
468.0,Ready to Move,10.0,Resale,Furnished,Jay Sagar,Unknown,2.0,1.0,1.6,2,Akurli Nagar Mumbai,Apartment,0,0,0,3418.8
745.0,Ready to Move,9.0,Resale,Unfurnished,Lok Everest,Unknown,2.0,1.0,1.99,2,Goregaon East Mumbai,Apartment,0,0,0,2671.14
612.0,Ready to Move,16.0,Resale,Unfurnished,Man Opus,Unknown,2.0,1.0,2.05,2,Goregaon East Mumbai,Apartment,0,0,0,3349.67
504.0,Ready to Move,21.0,Resale,Semi-Furnished,Man Opus,Unknown,2.0,1.0,1.8,2,Malad West Mumbai,Apartment,0,0,0,3571.43
648.0,Ready to Move,1.0,Resale,Semi-Furnished,Project Sakinaka,Unknown,2.0,1.0,1.76,2,Mulund West Mumbai,Apartment,0,0,1,2716.05
649.0,Ready to Move,14.0,Resale,Unfurnished,Raj Paradise,Unknown,2.0,1.0,0.95,2,Mira Road Area Mumbai,Apartment,1,0,0,1463.79
756.0,Ready to Move,6.0,Resale,Unfurnished,Blue Meadows,Unknown,2.0,1.0,1.08,2,Mira Road Area Mumbai,Apartment,1,0,0,1428.57
577.0,Ready to Move,7.0,Resale,Unfurnished,Riddhi Garden,Unknown,2.0,2.0,1.6,2,Unknown,Apartment,0,0,0,2772.96
673.0,Ready to Move,4.0,Resale,Semi-Furnished,Agarwal Lifestyle,Unknown,2.0,1.0,1.75,2,Andheri East Mumbai,Apartment,0,0,0,2600.3
652.0,Ready to Move,4.0,Resale,Furnished,Neptune Living Point,Unknown,2.0,1.0,2.11,2,Andheri East Mumbai,Apartment,0,0,0,3236.2
739.0,Ready to Move,12.0,Resale,Unfurnished,Trikutta Tower,Unknown,2.0,1.0,1.6,2,Goregaon East Mumbai,Apartment,0,0,0,2165.09
1012.0,Ready to Move,10.0,Resale,Semi-Furnished,Ashok Garden,Unknown,3.0,3.0,0.7,2,Virar West Mumbai,Apartment,0,0,0,691.7
612.0,Ready to Move,3.0,Resale,Semi-Furnished,Ramdev Park,Unknown,2.0,1.0,1.6,2,Unknown,Apartment,0,0,0,2614.38
601.0,Ready to Move,4.0,Resale,Unfurnished,Poonam Gardens,Unknown,2.0,1.0,1.56,2,Powai Mumbai,Apartment,0,0,0,2595.67
773.0,Ready to Move,9.0,Resale,Semi-Furnished,Gaurav Residency,Unknown,2.0,1.0,4.75,2,Parel Mumbai,Apartment,0,0,0,6144.89
738.0,Ready to Move,15.0,Resale,Unfurnished,Gaurav Woods,Unknown,2.0,2.0,2.1,2,Mira Road Area Mumbai,Apartment,0,0,0,2845.53
245.0,Ready to Move,8.0,Resale,Semi-Furnished,RNA NG Suncity,Unknown,1.0,1.0,1.05,2,Mira Road Area Mumbai,Apartment,1,0,1,4285.71
713.0,Ready to Move,8.0,Resale,Unfurnished,RNA Regency Park,Unknown,2.0,2.0,0.85,2,Mira Road Area Mumbai,Apartment,0,0,0,1192.15
647.0,Ready to Move,3.0,Resale,Unfurnished,Prem Ashish,Unknown,2.0,2.0,0.65,2,Mira Road Area Mumbai,Apartment,0,0,0,1004.64
648.0,Ready to Move,11.0,Resale,Furnished,Mantri Serene,Unknown,2.0,2.0,0.58,2,Kandivali East Mumbai,Apartment,0,0,0,895.06
