Area,Status,Floor,Transaction,Furnishing,Society,Car Parking,Bathroom,Balcony,price,BHK_type,Address,Type,Main Road,Pool,Garden/Park,pricepersqft
216.0,Ready to Move,5.0,Resale,Furnished,Parshwanath Gardens,Unknown,1.0,2.0,0.7,1,Malad West Mumbai,Apartment,0,0,0,3240.74
288.0,Ready to Move,5.0,Resale,Semi-Furnished,Satyam Shivam CHS,Unknown,1.0,1.0,1.75,1,Mamledarwadi Mumbai,Apartment,0,0,0,6076.39
583.0,Ready to Move,10.0,Resale,Furnished,Trimurti Tower,Unknown,1.0,1.0,5.5,1,Unknown,Apartment,0,0,0,9433.96
396.0,Ready to Move,4.0,Resale,Semi-Furnished,Springfield Apartment,Unknown,2.0,1.0,0.7,1,Malad West Mumbai,Apartment,1,0,0,1767.68
252.0,Ready to Move,3.0,Resale,Semi-Furnished,Dhaval Sunrise Orlem,Unknown,2.0,2.0,0.65,1,Malad West Mumbai,Apartment,1,0,0,2579.37
554.0,Ready to Move,3.0,Resale,Unfurnished,Dhaval Sunrise Orlem,Unknown,1.0,2.0,0.56,1,Unknown,Apartment,0,0,0,1010.83
396.0,Ready to Move,4.0,Resale,Unfurnished,Paras Co operative Housing  Ltd.,Unknown,1.0,2.0,0.62,1,Mira Road East Mumbai,Apartment,0,0,0,1565.66
784.0,Under Construction,5.0,New Property,Unfurnished,Delta Woods,Unknown,2.0,2.0,0.82,1,Malad West Mumbai,Apartment,0,0,0,1045.92
620.0,Ready to Move,7.0,Resale,Unfurnished,Shiv Parvati,Unknown,2.0,1.0,1.11,1,Malad West Mumbai,Apartment,0,0,0,1790.32
609.0,Ready to Move,1.0,Resale,Semi-Furnished,Shiv Parvati,Unknown,2.0,2.0,0.69,1,Dahisar East Mumbai,Apartment,0,0,0,1133.0
665.0,Under Construction,3.0,Resale,Unfurnished,Devchhaya,Unknown,2.0,1.0,0.68,1,Rawalpada Mumbai,Apartment,0,0,0,1022.56
665.0,Under Construction,6.0,New Property,Unfurnished,Devchhaya,Unknown,2.0,2.0,0.68,1,Dahisar East Mumbai,Apartment,0,0,0,1022.56
623.0,Under Construction,-1.0,New Property,Unfurnished,Devchhaya,Unknown,2.0,2.0,0.68,1,Dahisar East Mumbai,Apartment,0,0,0,1091.49
568.0,Under Construction,-1.0,New Property,Unfurnished,Devchhaya,Unknown,2.0,1.0,1.1,1,Chembur Mumbai,Apartment,0,0,0,1936.62
396.0,Ready to Move,1.0,Resale,Semi-Furnished,Shiv Sagar Heights,Unknown,2.0,2.0,1.2,1,Kurla East Mumbai,Apartment,0,0,0,3030.3
470.0,Under Construction,10.0,Resale,Furnished,Swanand Oasis,Unknown,2.0,1.0,1.12,1,Kurla East Mumbai,Apartment,0,0,0,2382.98
778.0,Ready to Move,2.0,Resale,Unfurnished,Swanand Oasis,Unknown,1.0,2.0,0.95,1,Kandivali East Mumbai,Apartment,1,1,1,1221.08
600.0,Under Construction,12.0,New Property,Unfurnished,SD Siennaa,Unknown,2.0,1.0,0.65,1,Mulund West Mumbai,Apartment,1,0,0,1083.33
253.0,Ready to Move,1.0,Resale,Semi-Furnished,Maruti Apartment,Unknown,1.0,2.0,0.83,1,Mulund West Mumbai,Apartment,0,0,0,3280.63
396.0,Ready to Move,2.0,Resale,Semi-Furnished,Highland Park,Unknown,2.0,2.0,0.83,1,Mulund West Mumbai,Apartment,0,0,0,2095.96
396.0,Ready to Move,2.0,Resale,Semi-Furnished,Highland Park,Unknown,2.0,1.0,1.05,1,Mulund West Mumbai,Apartment,0,0,0,2651.52
396.0,Ready to Move,3.0,Resale,Semi-Furnished,Kalpnagri Dhaivat,Unknown,1.0,2.0,0.53,1,Mira Road Area Mumbai,Apartment,0,0,0,1338.38
450.0,Ready to Move,5.0,Resale,Unfurnished,Shree Krishna Complex,Unknown,2.0,2.0,0.52,1,Mira Road Area Mumbai,Apartment,0,0,0,1155.56
451.0,Ready to Move,4.0,Resale,Semi-Furnished,NG Palms,Unknown,1.0,2.0,5.5,1,Unknown,Apartment,0,0,0,12195.12
396.0,Ready to Move,4.0,Resale,Furnished,Springfield Apartment,Unknown,1.0,2.0,0.55,1,Ramdev Park Mumbai,Apartment,0,0,0,1388.89
730.0,Under Construction,9.0,New Property,Unfurnished,Rassaz Greens,Unknown,2.0,1.0,0.53,1,Beverly Park Mumbai,Apartment,0,0,0,726.03
730.0,Under Construction,9.0,New Property,Unfurnished,Rassaz Greens,Unknown,2.0,2.0,0.53,1,Queens Park Mumbai,Apartment,0,0,0,726.03
730.0,Ready to Move,8.0,New Property,Unfurnished,Rassaz Greens,Unknown,2.0,1.0,0.52,1,Mira Road Area Mumbai,Apartment,0,0,0,712.33
730.0,Under Construction,10.0,New Property,Semi-Furnished,Rassaz Greens,Unknown,2.0,1.0,0.52,1,Mira Road Area Mumbai,Apartment,0,0,0,712.33
730.0,Under Construction,15.0,New Property,Semi-Furnished,Rassaz Greens,Unknown,2.0,2.0,0.97,1,Malad East Mumbai,Apartment,0,0,0,1328.77
382.0,Ready to Move,6.0,Resale,Unfurnished,Raheja Township,Unknown,1.0,1.0,1.05,1,Malad East Mumbai,Apartment,0,0,0,2748.69
482.0,Ready to Move,10.0,Resale,Unfurnished,Lemont Apartment,Unknown,2.0,2.0,1.05,1,Kurla East Mumbai,Apartment,0,0,0,2178.42
468.0,Ready to Move,13.0,Resale,Furnished,Skyview Castle,Unknown,2.0,2.0,0.65,1,Kokan Nagar Bhandup West Mumbai,Apartment,0,0,0,1388.89
390.0,Under Construction,1.0,New Property,Unfurnished,Shraddha Nipun Galaxy,Unknown,1.0,1.0,0.58,1,Bhandup West Mumbai,Apartment,0,0,0,1487.18
311.0,Under Construction,14.0,Resale,Unfurnished,Shraddha Nipun Galaxy,Unknown,1.0,2.0,1.05,1,Kandivali West Mumbai,Apartment,0,0,0,3376.21
600.0,Ready to Move,1.0,New Property,Furnished,Modi Park,Unknown,2.0,2.0,1.03,1,Kandivali West Mumbai,Apartment,0,0,0,1716.67
620.0,Ready to Move,4.0,Resale,Semi-Furnished,Modi Park,Unknown,1.0,1.0,0.63,1,Kandivali West Mumbai,Apartment,0,0,0,1016.13
450.0,Ready to Move,3.0,Resale,Unfurnished,Modi Park,Unknown,1.0,2.0,1.05,1,Kandivali West Mumbai,Apartment,0,0,0,2333.33
600.0,Ready to Move,2.0,New Property,Furnished,Modi Park,Unknown,1.0,1.0,0.28,1,Unknown,Apartment,0,0,0,466.67
585.0,Under Construction,5.0,New Property,Semi-Furnished,Shantee Sterling Heights,Unknown,2.0,2.0,0.27,1,Unknown,Apartment,0,0,0,461.54
600.0,Under Construction,5.0,New Property,Semi-Furnished,Shantee Sterling Heights,Unknown,2.0,1.0,0.27,1,Unknown,Apartment,0,0,0,450.0
590.0,Ready to Move,5.0,Resale,Semi-Furnished,Shantee Sterling Heights,Unknown,2.0,1.0,0.4,1,Virar Mumbai,Apartment,0,0,0,677.97
490.0,Ready to Move,1.0,Resale,Unfurnished,Parshwa Heights,Unknown,2.0,2.0,0.33,1,Vasai Mumbai,Apartment,0,0,0,673.47
400.0,Ready to Move,5.0,Resale,Unfurnished,Tulsi Heights,Unknown,1.0,2.0,0.95,1,Bhandup West Mumbai,Apartment,0,0,0,2375.0
324.0,Ready to Move,18.0,Resale,Semi-Furnished,Solitaire Apartments,Unknown,2.0,2.0,0.65,1,Kurla West Mumbai,Apartment,1,0,1,2006.17
360.0,Ready to Move,2.0,Resale,Unfurnished,The Baya Grove,Unknown,2.0,2.0,1.25,1,Wadala Mumbai,Apartment,0,0,0,3472.22
468.0,Ready to Move,12.0,Resale,Furnished,The Baya Grove,Unknown,2.0,1.0,0.27,1,Naigaon East Mumbai,Apartment,0,0,0,576.92
403.0,Ready to Move,9.0,Resale,Unfurnished,Yashvant Pride,Unknown,1.0,1.0,2.3,1,Malad West Mumbai,Apartment,0,0,0,5707.2
338.0,Ready to Move,3.0,Resale,Furnished,Gurukrupa,Unknown,1.0,2.0,1.1,1,Malad West Mumbai,Apartment,0,0,0,3254.44
540.0,Ready to Move,11.0,Resale,Furnished,Gurukrupa,Unknown,2.0,2.0,1.12,1,Mulund West Mumbai,Apartment,0,0,0,2074.07
315.0,Ready to Move,4.0,Resale,Unfurnished,Jaswanti Woods,Unknown,2.0,2.0,1.15,1,Mulund West Mumbai,Apartment,0,0,0,3650.79
396.0,Ready to Move,18.0,Resale,Semi-Furnished,Jaswanti Woods,Unknown,1.0,1.0,1.5,1,Vikhroli East Mumbai,Apartment,0,0,0,3787.88
468.0,Ready to Move,10.0,Resale,Unfurnished,Prathmesh Vaibhav,Unknown,2.0,1.0,0.75,1,Malad East Mumbai,Apartment,0,0,0,1602.56
396.0,Ready to Move,12.0,Resale,Semi-Furnished,Mauli Pride,Unknown,1.0,2.0,0.75,1,Malad East Mumbai,Apartment,0,0,0,1893.94
259.0,Ready to Move,5.0,Resale,Semi-Furnished,Mauli Pride,Unknown,1.0,2.0,0.66,1,Malad West Mumbai,Apartment,0,0,0,2548.26
360.0,Ready to Move,16.0,Resale,Unfurnished,Gurukrupa,Unknown,1.0,2.0,1.49,1,Borivali West Mumbai,Apartment,0,0,0,4138.89
414.0,Ready to Move,9.0,Resale,Semi-Furnished,Ganjawala Apartment,Unknown,1.0,2.0,0.57,1,Bhayandar East Mumbai,Apartment,0,0,0,1376.81
479.0,Ready to Move,7.0,Resale,Furnished,Kasturi Vandana,Unknown,2.0,1.0,0.66,1,Bhandup West Mumbai,Apartment,0,0,0,1377.87
288.0,Ready to Move,5.0,Resale,Semi-Furnished,Shree Sai Usha Complex,Unknown,1.0,2.0,0.85,1,Bhandup West Mumbai,Apartment,0,0,0,2951.39
389.0,Ready to Move,2.0,Resale,Unfurnished,Shree Sai Usha Complex,Unknown,1.0,2.0,0.94,1,Kandivali East Mumbai,Apartment,0,0,0,2416.45
610.0,Under Construction,11.0,New Property,Semi-Furnished,Crescent Horizon,Unknown,2.0,2.0,0.92,1,Kandivali East Mumbai,Apartment,0,0,0,1508.2
570.0,Under Construction,17.0,New Property,Unfurnished,Crescent Horizon,Unknown,2.0,2.0,0.92,1,Kandivali East Mumbai,Apartment,0,0,0,1614.04
560.0,Under Construction,16.0,New Property,Unfurnished,Crescent Horizon,Unknown,2.0,2.0,0.89,1,Kandivali East Mumbai,Apartment,0,0,0,1589.29
650.0,Under Construction,13.0,New Property,Unfurnished,Crescent Horizon,Unknown,2.0,2.0,0.83,1,Kandivali East Mumbai,Apartment,0,0,0,1276.92
720.0,Under Construction,3.0,New Property,Unfurnished,Crescent Horizon,Unknown,2.0,2.0,1.35,1,Andheri East Mumbai,Apartment,0,0,0,1875.0
468.0,Ready to Move,5.0,Resale,Furnished,Vikas Towers,Unknown,2.0,1.0,1.75,1,Andheri East Mumbai,Apartment,0,0,0,3739.32
576.0,Ready to Move,2.0,Resale,Semi-Furnished,Silver Nest Apartment,Unknown,2.0,2.0,0.96,1,Unknown,Apartment,0,0,0,1666.67
427.0,Ready to Move,3.0,Resale,Furnished,Nilgiri C Wing CHS,Unknown,2.0,1.0,0.51,1,Gundavali Gaothan Mumbai,Apartment,0,0,0,1194.38
216.0,Ready to Move,7.0,Resale,Semi-Furnished,Mahakali Darshan Apartment,Unknown,2.0,1.0,0.5,1,Andheri East Mumbai,Apartment,0,0,0,2314.81
317.0,Ready to Move,6.0,Resale,Furnished,Mahakali Darshan Apartment,Unknown,1.0,2.0,1.25,1,Andheri East Mumbai,Apartment,0,0,0,3943.22
389.0,Ready to Move,7.0,Resale,Semi-Furnished,Lok Darshan,Unknown,2.0,2.0,1.35,1,Andheri East Mumbai,Apartment,0,0,0,3470.44
623.0,Ready to Move,9.0,Resale,Semi-Furnished,Patel Terrace,Unknown,2.0,2.0,1.35,1,Andheri East Mumbai,Apartment,0,0,0,2166.93
623.0,Ready to Move,9.0,Resale,Semi-Furnished,Patel Terrace,Unknown,2.0,1.0,0.75,1,Malad East Mumbai,Apartment,0,0,0,1203.85
227.0,Ready to Move,14.0,Resale,Furnished,Mauli Omkar,Unknown,1.0,1.0,1.26,1,Powai Mumbai,Apartment,1,0,1,5550.66
379.0,Under Construction,1.0,New Property,Unfurnished,Hiranandani Regent Hill,Unknown,2.0,1.0,1.26,1,Powai Mumbai,Apartment,1,0,1,3324.54
379.0,Under Construction,5.0,New Property,Semi-Furnished,Hiranandani Regent Hill,Unknown,2.0,2.0,1.2,1,Powai Mumbai,Apartment,1,0,1,3166.23
500.0,Ready to Move,10.0,New Property,Furnished,Hiranandani Regent Hill,Unknown,2.0,1.0,0.62,1,Pleasant Park Mumbai,Apartment,0,0,0,1240.0
784.0,Under Construction,9.0,New Property,Unfurnished,Delta Woods,Unknown,2.0,2.0,1.07,1,Malad West Mumbai,Apartment,0,0,0,1364.8
620.0,Ready to Move,2.0,Resale,Unfurnished,Shiv Parvati,Unknown,1.0,1.0,0.95,1,Malad West Mumbai,Apartment,0,0,0,1532.26
550.0,Ready to Move,3.0,Resale,Unfurnished,Shiv Parvati,Unknown,1.0,1.0,0.86,1,Unknown,Apartment,0,0,0,1563.64
257.0,Ready to Move,8.0,Resale,Furnished,Pushp Vinod II,Unknown,2.0,1.0,1.25,1,Andheri East Mumbai,Apartment,0,0,0,4863.81
486.0,Ready to Move,4.0,Resale,Semi-Furnished,Gokul Valley,Unknown,2.0,2.0,0.3,1,Naigaon Palghar Mumbai,Apartment,0,0,0,617.28
378.0,Ready to Move,13.0,Resale,Unfurnished,Nakshatra Greens,Unknown,1.0,2.0,0.9,1,Lower Parel Mumbai,Apartment,1,0,0,2380.95
528.0,Ready to Move,3.0,Resale,Semi-Furnished,Qureshi Nagar Mumbai,1 Open,1.0,1.0,0.34,1,Qureshi Nagar Mumbai,Apartment,0,0,1,643.94
400.0,Ready to Move,1.0,Resale,Semi-Furnished,Satra One,Unknown,1.0,1.0,1.37,1,Goregaon West Mumbai,Apartment,0,0,0,3425.0
467.0,Ready to Move,21.0,Resale,Unfurnished,Satra One,Unknown,2.0,1.0,0.39,1,Nalasopara East Mumbai,Apartment,0,0,0,835.12
369.0,Under Construction,9.0,Resale,Unfurnished,Kanakia Sevens,Unknown,2.0,4.0,1.3,1,Andheri East Mumbai,Apartment,1,0,1,3523.04
610.0,Ready to Move,7.0,Resale,Unfurnished,Kanakia Sevens,Unknown,1.0,2.0,0.9,1,Kandivali East Mumbai,Apartment,0,0,0,1475.41
461.0,Ready to Move,12.0,Resale,Semi-Furnished,Vedic Heights,Unknown,1.0,2.0,0.9,1,Kandivali East Mumbai,Apartment,0,0,0,1952.28
432.0,Ready to Move,11.0,Resale,Unfurnished,Vedic Heights,Unknown,2.0,1.0,1.25,1,Andheri East Mumbai,Apartment,0,0,1,2893.52
464.0,Ready to Move,7.0,Resale,Furnished,Lodha Eternis,Unknown,1.0,2.0,0.34,1,Virar West Mumbai,Apartment,0,0,0,732.76
540.0,Ready to Move,6.0,Resale,Semi-Furnished,Mandar Heights,Unknown,1.0,2.0,0.6,1,Bhandup West Mumbai,Apartment,0,0,0,1111.11
198.0,Ready to Move,6.0,Resale,Semi-Furnished,Shivneri,Unknown,1.0,1.0,1.1,1,Goregaon West Mumbai,Apartment,0,0,0,5555.56
461.0,Ready to Move,5.0,Resale,Semi-Furnished,Silver Crown,Unknown,2.0,1.0,1.7,1,Wadala Mumbai,Apartment,0,0,1,3687.64
432.0,Ready to Move,3.0,Resale,Semi-Furnished,Lodha Enchante,Unknown,1.0,2.0,0.87,1,Borivali East Mumbai,Apartment,0,0,0,2013.89
473.0,Ready to Move,9.0,Resale,Unfurnished,La Bellezza,Unknown,2.0,2.0,0.28,1,Virar West Mumbai,Apartment,0,0,1,591.97
497.0,Ready to Move,9.0,Resale,Semi-Furnished,Ekta Parksville,Unknown,2.0,2.0,0.24,1,Chikhal Dongari Mumbai,Apartment,0,0,0,482.9
540.0,Ready to Move,8.0,Resale,Furnished,Ekta Parksville,Unknown,2.0,1.0,1.15,1,Mulund West Mumbai,Apartment,1,0,1,2129.63
421.0,Ready to Move,5.0,Resale,Semi-Furnished,Nirmal Lifestyle,Unknown,2.0,2.0,0.55,1,Mira Road Area Mumbai,Apartment,0,0,0,1306.41
457.0,Ready to Move,6.0,Resale,Semi-Furnished,Ostwal Heights,Unknown,1.0,2.0,0.99,1,Malad East Mumbai,Apartment,0,0,0,2166.3
468.0,Ready to Move,4.0,Resale,Unfurnished,Bhanushanti,Unknown,1.0,1.0,0.7,1,Mira Road Area Mumbai,Apartment,0,0,0,1495.73
461.0,Ready to Move,2.0,Resale,Semi-Furnished,Raj Lifestyle,Unknown,2.0,2.0,0.36,1,Mira Road Area Mumbai,Apartment,0,0,0,780.91
421.0,Ready to Move,5.0,Resale,Semi-Furnished,Sandeep Heights,Unknown,1.0,2.0,0.75,1,Mira Road Area Mumbai,Apartment,0,0,0,1781.47
377.0,Ready to Move,13.0,Resale,Semi-Furnished,Lodha Aqua,Unknown,1.0,1.0,1.15,1,Powai Mumbai,Apartment,0,0,0,3050.4
325.0,Under Construction,40.0,Resale,Semi-Furnished,GHP Suncity,Unknown,1.0,1.0,0.6,1,Mira Road Area Mumbai,Apartment,0,0,0,1846.15
475.0,Ready to Move,4.0,Resale,Semi-Furnished,Goldstar Decent Homes,Unknown,2.0,1.0,0.6,1,Mira Road Area Mumbai,Apartment,1,0,1,1263.16
475.0,Ready to Move,6.0,Resale,Unfurnished,Poonam Estate Cluster 1,Unknown,2.0,1.0,0.84,1,Bhandup West Mumbai,Apartment,0,0,0,1768.42
414.0,Ready to Move,15.0,Resale,Furnished,Mayuresh Park,Unknown,2.0,1.0,0.95,1,Bhandup West Mumbai,Apartment,0,0,0,2294.69
457.0,Ready to Move,12.0,Resale,Semi-Furnished,Mayuresh Park,Unknown,2.0,1.0,0.27,1,Unknown,Apartment,0,0,0,590.81
526.0,Ready to Move,12.0,Resale,Unfurnished,Vinay Unique Corner,Unknown,1.0,1.0,0.32,1,Virar Mumbai,Apartment,0,0,0,608.37
324.0,Ready to Move,4.0,Resale,Unfurnished,Mandar Avenue,Unknown,2.0,1.0,0.31,1,Virar West Mumbai,Apartment,0,0,0,956.79
486.0,Ready to Move,13.0,Resale,Semi-Furnished,Cosmos Legend,Unknown,2.0,1.0,0.41,1,Unknown,Apartment,1,0,1,843.62
428.0,Ready to Move,7.0,Resale,Semi-Furnished,Peninsula Park,Unknown,2.0,2.0,0.5,1,Unknown,Apartment,1,0,1,1168.22
666.0,Ready to Move,1.0,Resale,Unfurnished,Peninsula Park,Unknown,2.0,1.0,0.41,1,Unknown,Apartment,0,0,0,615.62
291.0,Ready to Move,2.0,Resale,Unfurnished,Peninsula Park,Unknown,2.0,2.0,0.55,1,Unknown,Apartment,1,0,1,1890.03
666.0,Ready to Move,1.0,Resale,Unfurnished,Peninsula Park,Unknown,1.0,1.0,0.36,1,Unknown,Apartment,0,0,0,540.54
497.0,Ready to Move,10.0,Resale,Unfurnished,Vinay Unique Homes,Unknown,1.0,1.0,1.2,1,Goregaon West Mumbai,Apartment,0,0,0,2414.49
710.0,Ready to Move,2.0,Resale,Furnished,Rustomjee Ozone,Unknown,2.0,1.0,1.1,1,Goregaon West Mumbai,Apartment,0,0,0,1549.3
600.0,Ready to Move,2.0,Resale,Unfurnished,Rustomjee Ozone,Unknown,2.0,1.0,1.15,1,Goregaon West Mumbai,Apartment,0,0,0,1916.67
410.0,Ready to Move,2.0,New Property,Furnished,Rustomjee Ozone,Unknown,2.0,2.0,0.95,1,Goregaon East Mumbai,Apartment,0,0,0,2317.07
650.0,Ready to Move,4.0,Resale,Semi-Furnished,Satellite Garden,Unknown,2.0,2.0,0.95,1,Goregaon East Mumbai,Apartment,0,0,0,1461.54
650.0,Ready to Move,4.0,Resale,Unfurnished,Satellite Garden,Unknown,2.0,1.0,0.76,1,Goregaon East Mumbai,Apartment,0,0,0,1169.23
550.0,Ready to Move,6.0,Resale,Semi-Furnished,Satellite Garden,Unknown,1.0,2.0,0.68,1,Goregaon East Mumbai,Apartment,0,0,0,1236.36
525.0,Ready to Move,7.0,Resale,Semi-Furnished,Goregaon Gokuldham,Unknown,1.0,1.0,0.62,1,Gokuldham Colony Goregaon East Mumbai,Apartment,0,0,0,1180.95
330.0,Ready to Move,4.0,Resale,Unfurnished,Goregaon Gokuldham,Unknown,1.0,2.0,1.35,1,Chembur Mumbai,Apartment,0,0,0,4090.91
426.0,Ready to Move,2.0,Resale,Furnished,Sai Deep,Unknown,2.0,1.0,1.15,1,Chembur Mumbai,Apartment,0,0,0,2699.53
371.0,Ready to Move,5.0,Resale,Furnished,Luv Kush,Unknown,1.0,1.0,0.34,1,Virar Mumbai,Apartment,1,0,1,916.44
710.0,Ready to Move,7.0,Resale,Semi-Furnished,Agarwal Lifestyle,Unknown,2.0,2.0,1.27,1,Kandivali West Mumbai,Apartment,0,0,0,1788.73
630.0,Ready to Move,5.0,Resale,Semi-Furnished,Rock Enclave,Unknown,2.0,2.0,1.25,1,Bander Pakhadi Mumbai,Apartment,0,0,0,1984.13
615.0,Ready to Move,5.0,Resale,Furnished,Rock Enclave,Unknown,2.0,1.0,1.03,1,Kandivali West Mumbai,Apartment,0,0,0,1674.8
615.0,Ready to Move,4.0,Resale,Semi-Furnished,Rock Enclave,Unknown,2.0,2.0,0.91,1,Kandivali West Mumbai,Apartment,0,0,0,1479.67
450.0,Under Construction,15.0,New Property,Unfurnished,Rock Enclave,Unknown,1.0,2.0,1.2,1,Powai Mumbai,Apartment,0,0,0,2666.67
615.0,Ready to Move,8.0,Resale,Furnished,Mahavir Classik,Unknown,2.0,2.0,0.91,1,Malad West Mumbai,Apartment,0,0,1,1479.67
595.0,Ready to Move,9.0,Resale,Unfurnished,Dheeraj Jamuna,Unknown,2.0,2.0,0.91,1,Malad West Mumbai,Apartment,0,0,1,1529.41
595.0,Ready to Move,9.0,Resale,Unfurnished,Dheeraj Jamuna,Unknown,2.0,2.0,0.9,1,Malad West Mumbai,Apartment,0,0,1,1512.61
600.0,Ready to Move,8.0,Resale,Unfurnished,Dheeraj Jamuna,Unknown,2.0,1.0,2.1,1,Wadala Mumbai,Apartment,0,0,0,3500.0
324.0,Ready to Move,4.0,Resale,Semi-Furnished,Lodha Dioro,Unknown,1.0,1.0,0.63,1,Mira Road Area Mumbai,Apartment,0,0,0,1944.44
472.0,Ready to Move,7.0,Resale,Unfurnished,Arkade Art,Unknown,2.0,1.0,1.0,1,Mulund West Mumbai,Apartment,0,0,1,2118.64
396.0,Under Construction,5.0,Resale,Semi-Furnished,Ashford Royale,Unknown,1.0,2.0,1.0,1,Mulund West Mumbai,Apartment,0,0,1,2525.25
396.0,Under Construction,14.0,Resale,Semi-Furnished,Ashford Royale,Unknown,1.0,2.0,0.5,1,Kandivali West Mumbai,Apartment,1,0,0,1262.63
252.0,Ready to Move,5.0,Resale,Unfurnished,Jaswanti Gold,Unknown,1.0,2.0,0.53,1,Mira Road Area Mumbai,Apartment,0,0,0,2103.17
396.0,Ready to Move,1.0,Resale,Semi-Furnished,Ravi Gaurav Excellency,Unknown,1.0,2.0,0.3,1,Nalasopara East Mumbai,Apartment,0,0,0,757.58
410.0,Ready to Move,4.0,Resale,Furnished,Anchor Park,Unknown,1.0,1.0,0.38,1,Nalasopara East Mumbai,Apartment,0,0,0,926.83
396.0,Ready to Move,5.0,Resale,Unfurnished,Anchor Park,Unknown,2.0,1.0,1.12,1,Dahisar East Mumbai,Apartment,0,0,0,2828.28
364.0,Ready to Move,4.0,Resale,Semi-Furnished,Advent Neel Residency,Unknown,2.0,2.0,0.32,1,Virar West Mumbai,Apartment,0,0,0,879.12
389.0,Ready to Move,6.0,Resale,Semi-Furnished,Residency Park,Unknown,2.0,1.0,1.2,1,Andheri East Mumbai,Apartment,0,0,1,3084.83
468.0,Ready to Move,5.0,Resale,Semi-Furnished,Akruti Orchid Park,Unknown,2.0,1.0,1.0,1,Mulund West Mumbai,Apartment,0,0,1,2136.75
396.0,Under Construction,5.0,Resale,Semi-Furnished,Ashford Royale,Unknown,1.0,1.0,1.3,1,Marol Mumbai,Apartment,0,0,0,3282.83
518.0,Ready to Move,5.0,Resale,Semi-Furnished,Blue Monarch,Unknown,2.0,2.0,1.12,1,Goregaon East Mumbai,Apartment,1,0,0,2162.16
446.0,Ready to Move,9.0,Resale,Unfurnished,Conwood Astoria,Unknown,2.0,1.0,0.7,1,Mira Road Area Mumbai,Apartment,0,0,0,1569.51
482.0,Ready to Move,12.0,Resale,Semi-Furnished,Shree Shashwat Tower,Unknown,2.0,2.0,2.5,1,Central Mumbai,Apartment,0,0,0,5186.72
858.0,Ready to Move,15.0,Resale,Semi-Furnished,DB Orchid Tower,Unknown,2.0,4.0,1.05,1,Chandivali Mumbai,Apartment,0,0,0,1223.78
443.0,Ready to Move,6.0,Resale,Unfurnished,GHP Woodland Heights,Unknown,2.0,2.0,0.28,1,Virar West Mumbai,Apartment,0,0,0,632.05
372.0,Ready to Move,8.0,Resale,Unfurnished,Cosmos Legend,Unknown,2.0,2.0,0.49,1,Unknown,Apartment,1,0,1,1317.2
612.0,Ready to Move,1.0,Resale,Unfurnished,Peninsula Park,Unknown,2.0,1.0,0.39,1,Unknown,Apartment,1,0,1,637.25
428.0,Ready to Move,5.0,Resale,Semi-Furnished,Peninsula Park,Unknown,2.0,1.0,0.95,1,Kandivali West Mumbai,Apartment,0,0,1,2219.63
534.0,Ready to Move,14.0,Resale,Unfurnished,Rustomjee Meridian,Unknown,2.0,2.0,1.25,1,Malad West Mumbai,Apartment,0,0,0,2340.82
457.0,Ready to Move,12.0,Resale,Unfurnished,Shree Vallabh Tower,Unknown,2.0,2.0,1.1,1,Chandivali Mumbai,Apartment,0,0,0,2407.0
396.0,Ready to Move,3.0,Resale,Furnished,Lok Milan,Unknown,1.0,2.0,0.48,1,Mira Road Area Mumbai,Apartment,0,0,0,1212.12
421.0,Ready to Move,6.0,Resale,Semi-Furnished,RNA Broadway Avenue,Unknown,1.0,1.0,0.45,1,Mira Road Area Mumbai,Apartment,0,0,0,1068.88
270.0,Ready to Move,4.0,Resale,Furnished,RNA Broadway Avenue,Unknown,1.0,2.0,0.54,1,Mira Road East Mumbai,Apartment,0,0,0,2000.0
735.0,Ready to Move,4.0,Resale,Unfurnished,Salasar Aangan,Unknown,2.0,2.0,0.53,1,Beverly Park Mumbai,Apartment,0,0,0,721.09
735.0,Ready to Move,2.0,Resale,Semi-Furnished,Salasar Aangan,Unknown,1.0,1.0,0.47,1,Mira Road East Mumbai,Apartment,0,0,0,639.46
575.0,Under Construction,4.0,New Property,Unfurnished,Salasar Aangan,Unknown,1.0,2.0,1.2,1,Kandivali East Mumbai,Apartment,0,0,0,2086.96
464.0,Ready to Move,4.0,Resale,Unfurnished,Sumukh Hills,Unknown,2.0,2.0,0.8,1,Kandivali East Mumbai,Apartment,0,0,0,1724.14
575.0,Ready to Move,6.0,Resale,Unfurnished,RNA NG Suncity,Unknown,2.0,2.0,1.08,1,Andheri West Mumbai,Apartment,0,0,0,1878.26
450.0,Ready to Move,1.0,Resale,Semi-Furnished,Pacific Towers,Unknown,2.0,1.0,1.1,1,Andheri West Mumbai,Apartment,0,0,0,2444.44
450.0,Ready to Move,11.0,Resale,Semi-Furnished,Pacific Towers,Unknown,2.0,1.0,1.33,1,Malad West Mumbai,Apartment,0,0,0,2955.56
468.0,Ready to Move,13.0,Resale,Furnished,Jayshree,Unknown,2.0,2.0,1.35,1,Chembur Mumbai,Apartment,0,0,0,2884.62
576.0,Ready to Move,9.0,Resale,Semi-Furnished,Omkar Raga,Unknown,1.0,1.0,1.4,1,Chembur Mumbai,Apartment,0,0,0,2430.56
